DELETED,NAME,FNAME,NICKNAMEID,PLAYERID,NUMBER,POSITION,POSITION2,YEARSEXP,SCHOOLNUM,HAND,SHOELIMIT,ORIGHSHOE,ORIGASHOE,OVERALLRTG,PLAYRVALUE,FGPBASE,THREEPTBAS,FTPBASE,DNKABILITY,STLABILITY,BLKABILITY,OREABILITY,DREABILITY,BALABILITY,OFFABILITY,DEFABILITY,SPEED,QUICK,JUMP,DRIBBLE,DSTRENGTH,DHARDY,DSHOOTRANG,FATIGUE,INSIDESC,THREEPTATT,PRIMACY,SCOREAREA,FACIALCTRL,FTRITUAL,AUDIONICK,CELEBPACK,THREEPTSTY,ORIGTEAM,TEAM,ROSTERPOS,BIRTHDATE,BTOWNID,DPLACE,DROUND,DOVERALL,DRAFTYEAR,DRAFTEDBY,SCRATCH1,SCRATCH2,SCRATCH3,DUNKPACK,DESTINY,INJURYID,INJURYDATE,RECOVRDATE,ISPLAYABLE,ISCREATED,ISGENERATE,ISHISTORIC,TRADEABLE,PLAYERPKG,INSEASON,INPLAYOFF,ROOKIEPKG,ROOKVALUE,ROOKIERANK,CASHYR_EXP,CASH_YEAR,CASH_TOTAL,CASH_RAISE,YEARS_LONG,YEARS_LEFT,CASH_TEAM,PREF_LEN,MIN_TARGET,LOWBALLED,ISMINIMUM,WEEKLYMVP,MONTHLYMVP,SUPERSTAR,OFFVALUE,DEFVALUE,SFGATT,SFGMAD,STHREEATT,STHREEMAD,SFTATT,SFTMAD,SBLOCKS,SOFFREB,SASSISTS,SPERFOUL,SSTEALS,SDEFREB,STURNOVER,SMINUTES,SGAMES,SGSTART,SEJECT,CSFGATT,CSFGMAD,CSTHREEATT,CSTHREEMAD,CSFTATT,CSFTMAD,CSBLOCKS,CSOFFREB,CSASSISTS,CSPERFOUL,CSSTEALS,CSDEFREB,CSTURNOVER,CSMINUTES,CSGAMES,CSGSTART,CSEJECT,PFGATT,PFGMAD,PTHREEATT,PTHREEMAD,PFTATT,PFTMAD,PBLOCKS,POFFREB,PASSISTS,PPERFOUL,PSTEALS,PDEFREB,PTURNOVER,PMINUTES,PGAMES,PGSTART,PEJECT,CPFGATT,CPFGMAD,CPTHREEAT,CPTHREEMAD,CPFTATT,CPFTMAD,CPBLOCKS,CPOFFREB,CPASSISTS,CPPERFOUL,CPSTEALS,CPDEFREB,CPTURNOVER,CPMINUTES,CPGAMES,CPGSTART,CPEJECT,LEARNING,WORKETHC,BIRDRIGHTS,CASHRESIGN,SPEECHID,SPECMAP,ISEDITED,ISORIGSS,VALIDSSTAR,DFLTTEAM,CLUTCH,SSTAR_HF,SSTAR_PM,SSTAR_PW,SSTAR_SCO,SSTAR_SCI,SSTAR_SH,SSTAR_STO,SSTAR_STI,SS_HF_ANI,SS_PM_ANI,SS_PW_ANI,SS_SCO_ANI,SS_SCI_ANI,SS_SH_ANI,SS_STO_ANI,SS_STI_ANI,CHEMTYPE,CHEMWANT,CHEMHAVE,CHEMHAPPY,HOTSPOT_0,HOTSPOT_1,HOTSPOT_2,HOTSPOT_3,HOTSPOT_4,HOTSPOT_5,HOTSPOT_6,HOTSPOT_7,HOTSPOT_8,HOTSPOT_9,HOTSPOT_10,HOTSPOT_11,HOTSPOT_12,HOTSPOT_13,GOTOMOVE,GTMHOTSPOT,SIGSHT1
False,Richardson,Quentin,139,593,23,2,3,7,30,0,1,206,202,73,1191,71,79,67,70,60,14,25,70,26,75,47,70,69,79,69,64,45,25,78,51,33,54,5,1,6,,6,5,19,19,8,19800413,320,18,1,18,2000,LAC,0,0,0,7,4,0,0,0,True,False,False,False,0,QURICHA,False,False,0,0,0,0,8105,0,624,6,3,19,0,0,0,False,0,0,0,0,0,545,228,258,97,120,83,7,64,108,132,36,289,70,1622,49,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2,0,0,593,3,False,True,0,19,39,-6,-32,-28,-8,-16,-9,-25,-50,0,0,0,0,0,0,0,0,7,0,0,0,69,84,22,94,79,60,63,57,64,61,45,43,49,54,0,0,47
False,Magloire,Jamaal,-1,594,21,0,1,7,59,0,0,88,89,75,1224,64,0,53,75,20,78,79,80,22,73,75,55,56,45,53,80,85,12,70,69,0,53,4,2,13,,2,10,15,17,9,19780521,653,19,1,19,2000,Cha,0,0,0,8,4,0,0,0,True,False,False,False,0,JAMAGLO,False,False,0,0,0,0,4000,0,0,1,1,17,0,0,0,False,0,0,0,0,0,395,199,0,0,242,131,66,154,32,227,21,340,129,1701,81,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2,0,0,594,4,False,False,0,18,49,-38,-57,-6,-28,-12,-76,-53,-4,0,0,0,0,0,0,0,0,6,0,0,0,2,0,3,0,0,54,55,53,48,53,64,66,67,89,0,0,0
False,Marks,Sean,83,601,4,1,0,7,16,0,0,104,101,60,1032,55,0,78,58,22,72,58,75,15,59,42,52,50,50,29,73,70,12,50,48,0,47,4,1,6,,1,10,25,22,10,19750823,152,44,2,44,1998,NY,0,0,0,6,5,0,0,0,True,False,False,False,0,SEMARKS,False,False,0,0,0,0,1034,0,0,1,1,22,0,0,0,False,0,0,0,0,0,6,2,1,0,2,2,1,0,0,4,0,3,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,601,15,False,False,0,25,39,-34,-74,-16,-48,-32,-55,-66,-21,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,64,63,59,57,60,42,42,38,46,0,0,0
False,Blount,Mark,-1,604,30,0,1,7,100,0,0,8,14,66,1097,68,0,76,59,29,65,64,75,29,71,67,55,58,40,22,69,46,12,64,62,0,42,4,0,6,,0,9,1,16,12,19751130,318,55,2,55,1997,Sea,0,0,0,6,4,0,0,0,True,False,False,False,0,MABLOUN,False,False,0,0,0,0,6737,0,613,6,3,16,0,0,0,False,0,0,0,0,0,839,427,31,9,195,147,58,139,66,238,43,369,159,2542,82,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,0,0,604,3,False,False,0,1,39,-51,-73,-27,-47,-14,-60,-51,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,41,0,81,89,92,92,72,85,66,74,93,0,0,0
False,Jackson,Marc,142,605,44,0,1,7,128,0,0,104,101,64,1063,62,0,80,60,28,14,72,58,19,78,55,58,40,75,40,74,54,12,58,69,0,58,4,0,6,,0,10,17,50,11,19750116,385,38,2,38,1997,GS,0,0,0,15,4,0,0,0,True,False,False,False,0,MRJACKS,False,False,0,0,0,0,4875,0,325,6,1,50,0,0,0,False,0,0,0,0,0,388,159,1,0,103,90,7,62,56,90,21,129,65,1025,56,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,0,605,4,False,False,0,21,49,-26,-64,-21,-34,-11,-91,-71,-47,0,0,0,0,0,0,0,0,6,0,0,0,3,4,2,1,3,66,58,83,76,62,58,60,65,38,0,0,0
False,Lue,Tyronn,-1,606,10,4,3,9,81,0,0,106,101,67,1106,75,65,86,0,28,0,5,35,82,75,75,88,90,35,71,45,70,25,64,46,24,35,6,2,6,,2,1,0,0,9,19770503,722,23,1,23,1998,Den,0,0,0,1,4,0,0,0,True,False,False,False,0,TYLUE__,False,False,0,0,0,0,3500,0,0,3,1,0,0,0,0,False,0,0,0,0,0,524,218,161,56,163,144,0,17,202,101,24,84,85,1490,56,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2,0,0,606,10,False,False,0,0,39,-99,-8,-77,-8,-32,-12,-33,-78,0,0,0,0,0,0,0,0,2,0,0,0,55,70,64,71,58,56,67,68,79,64,37,44,75,35,0,0,0
False,Carter,Vince,156,608,15,3,2,9,84,0,1,41,41,87,1410,83,77,79,94,70,20,29,54,56,91,65,82,80,98,83,60,55,25,79,80,20,82,7,1,6,,5,5,17,17,3,19770126,439,5,1,5,1998,GS,0,0,0,16,4,0,0,0,True,False,False,False,0,VICARTE,False,False,0,0,0,0,13000,0,1250,5,5,17,0,0,0,False,0,0,4,0,0,1598,726,437,156,576,462,30,115,394,262,82,377,217,3124,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,93,54,21,88,61,7,17,64,35,11,65,38,487,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,0,0,608,2,False,True,4,17,80,67,-31,-35,40,29,-2,-12,-54,1,0,0,0,0,0,0,0,0,0,0,0,78,86,84,93,60,84,84,82,94,84,71,71,88,92,109,8191,14
False,Crawford,Jamal,-1,609,11,3,4,7,72,0,3,172,173,75,1221,75,77,82,57,62,10,9,33,75,74,31,79,80,77,84,40,63,25,80,54,47,60,6,1,6,,1,4,19,19,3,19800320,369,8,1,8,2000,Cle,0,0,0,4,3,0,0,0,True,False,False,False,0,JACRAWF,False,False,0,0,0,0,7920,0,720,7,4,19,0,0,0,False,0,0,0,0,0,886,354,322,103,272,228,8,41,260,112,57,148,162,2201,59,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,0,0,609,4,False,True,0,19,39,-16,-6,-42,-7,-22,-5,-40,-89,0,0,0,0,0,0,0,0,9,0,0,0,87,73,73,85,73,49,67,66,82,67,73,71,75,88,0,0,0
False,Radmanovic,Vladimir,-1,610,10,2,2,6,630,0,0,2,12,71,1166,80,80,80,59,57,28,24,68,25,78,47,63,64,75,60,63,39,25,64,54,47,45,5,2,6,,2,8,26,12,8,19801119,390,12,1,12,2001,Sea,0,0,0,5,4,0,0,0,True,False,False,False,0,VLRADMA,False,False,0,0,0,0,5632,0,417,5,4,12,0,0,0,False,0,0,0,0,0,316,134,118,40,73,53,18,55,66,127,25,127,69,985,55,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,610,3,False,True,0,26,39,-16,-35,-36,-13,-18,5,-28,-45,0,0,0,0,0,0,0,0,2,0,0,0,75,47,71,38,70,69,75,76,73,74,50,48,45,47,0,0,0
False,Miller,Brad,-1,613,52,0,1,9,105,0,1,8,14,80,1303,64,60,82,57,59,52,53,81,65,75,60,58,62,50,38,75,70,25,76,86,1,53,9,1,6,,1,10,24,24,0,19760412,480,-1,-1,-1,1998,--,0,0,0,6,4,0,0,0,True,False,False,False,0,BRMILLE,False,False,0,0,0,0,10500,0,875,7,3,24,0,0,0,False,0,0,0,0,0,494,224,33,5,149,115,39,82,227,158,38,321,108,1783,63,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,613,15,False,False,0,24,39,-44,-38,-15,-37,-10,-33,-34,-30,0,0,0,0,0,0,0,0,2,0,0,0,54,58,50,51,55,55,78,91,86,68,74,72,41,50,0,0,0
False,Turkoglu,Hedo,-1,616,15,1,2,7,605,0,2,231,231,70,1152,75,76,86,35,41,16,28,51,60,80,45,73,69,48,74,55,70,25,59,62,31,61,5,1,6,,1,8,20,20,3,19790319,491,16,1,16,2000,Sac,0,0,0,5,4,0,0,0,True,False,False,False,0,HITURKO,False,False,0,0,0,0,6374,0,490,6,3,20,0,0,0,False,0,0,0,0,0,823,345,281,109,219,171,16,58,234,219,70,234,143,2270,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,9,3,4,2,4,2,14,14,5,11,10,156,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,616,3,False,False,0,20,39,-36,-20,-33,-8,-22,-6,-44,-53,0,0,0,0,0,0,0,0,6,0,0,0,75,89,41,90,70,62,41,70,60,75,85,54,83,72,0,0,0
False,Claxton,Speedy,-1,617,12,4,4,6,256,0,0,104,101,70,1144,65,40,76,0,86,5,15,40,88,72,67,90,86,50,85,42,38,20,65,47,10,66,6,1,6,,1,1,18,0,4,19780508,13,20,1,20,2000,Phi,0,0,0,2,4,0,0,0,True,False,False,False,0,CRCLAXT,False,False,0,0,0,0,6310,0,0,4,3,0,0,0,0,False,0,0,0,0,0,278,91,28,6,60,33,4,13,185,130,72,67,75,1054,42,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,0,0,617,4,False,True,0,18,59,-96,-10,-99,-11,-28,-24,-16,-77,0,0,0,0,0,0,0,0,6,0,0,0,36,39,33,31,33,59,66,62,43,63,43,43,45,20,0,0,0
False,Stevenson,DeShawn,-1,618,2,3,4,7,618,0,0,107,101,64,1066,52,50,74,89,25,12,28,30,30,75,33,71,75,87,62,57,35,23,70,54,16,54,2,1,6,,1,5,20,29,3,19810403,212,23,1,23,2000,Utah,0,0,0,9,2,0,0,0,True,False,False,False,0,DESTEVE,False,False,0,0,0,0,3750,0,0,4,4,29,0,0,0,False,0,0,0,0,0,753,347,183,74,216,152,19,57,221,156,65,164,119,2419,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,9,19,3,7,3,3,2,7,4,2,8,3,122,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,0,618,3,False,False,0,20,39,-5,-31,-54,-19,-26,-26,-43,-89,0,0,0,0,0,0,0,0,5,0,0,0,69,63,46,75,70,84,68,68,73,86,50,45,57,80,0,0,0
False,McInnis,Jeff,-1,620,0,4,3,10,84,0,0,104,101,67,1101,63,68,81,33,38,0,9,23,80,70,49,78,77,40,77,40,88,25,76,41,29,55,6,0,6,,0,5,17,50,7,19741022,216,37,2,37,1996,Den,0,0,0,1,5,0,0,0,True,False,False,False,0,JEMCINN,False,False,0,0,0,0,3600,0,200,2,1,50,0,0,0,False,0,0,0,0,0,181,71,8,1,32,22,0,15,125,72,14,49,42,703,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0,620,11,False,False,0,4,59,-76,-8,-81,-10,-34,-18,-30,-99,0,0,0,0,0,0,0,0,9,0,0,0,56,60,63,60,66,62,68,69,67,65,32,41,35,34,0,0,0
False,Tsakalidis,Jake,148,621,25,0,1,7,629,0,0,107,101,61,1015,41,0,65,64,19,80,60,65,16,52,49,45,39,50,35,88,32,12,64,67,0,33,4,1,6,,1,9,13,50,1,19790610,346,25,1,25,2000,Pho,0,0,0,6,4,0,0,0,True,False,False,False,0,IATSAKA,False,False,0,0,0,0,2900,0,0,3,1,50,0,0,0,False,0,0,0,0,0,72,29,0,0,39,26,12,43,4,50,8,61,24,389,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,621,4,False,False,0,13,59,-48,-85,-40,-68,-31,-83,-81,-28,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,4,0,52,52,50,52,46,61,65,64,25,0,0,0
False,Madsen,Mark,149,623,35,0,1,7,126,0,0,6,12,59,1006,50,0,50,65,20,36,76,57,14,27,62,58,59,45,33,71,85,12,50,73,0,20,9,2,6,,2,10,16,16,11,19760128,348,29,1,29,2000,LAL,0,0,0,3,4,0,0,0,True,False,False,False,0,MAMADSE,False,False,0,0,0,0,2420,0,210,5,3,16,0,0,0,False,0,0,0,0,0,43,23,0,0,29,15,10,34,11,101,10,50,21,470,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0,0,623,4,False,False,0,16,39,-42,-99,-15,-79,-36,-87,-60,-35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,45,42,47,47,49,70,62,71,70,0,0,0
False,Voskuhl,Jake,-1,626,43,0,1,7,25,0,0,8,15,55,948,40,0,68,58,19,48,67,79,22,41,64,39,43,40,22,68,46,12,50,59,0,31,4,1,6,,1,10,2,15,11,19771101,349,33,2,33,2000,Chi,0,0,0,6,5,0,0,0,True,False,False,False,0,JAVOSKU,False,False,0,0,0,0,3000,0,0,1,1,15,0,0,0,False,0,0,0,0,0,255,121,0,0,113,77,24,88,44,197,30,175,56,1044,73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0,0,626,3,False,False,0,2,39,-62,-96,-28,-84,-40,-82,-69,-20,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,60,28,53,47,46,57,50,54,46,0,0,0
False,House,Eddie,-1,630,50,4,3,7,5,0,0,102,101,64,1080,74,80,85,0,64,10,14,39,56,73,46,79,80,50,69,42,57,25,50,43,27,54,2,1,6,,1,1,22,50,14,19780514,352,37,2,37,2000,Mia,0,0,0,1,4,0,0,0,True,False,False,False,0,EDHOUSE,False,False,0,0,0,0,932,0,97,2,1,50,0,0,0,False,0,0,0,0,0,421,180,175,75,36,33,3,17,67,67,27,78,27,946,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,1,0,0,0,0,1,2,1,2,2,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0,630,12,False,False,0,50,39,-96,-17,-87,-8,-25,-7,-29,-87,0,0,0,0,0,0,0,0,7,0,0,0,70,70,71,61,86,72,61,65,56,68,43,42,37,43,0,0,0
False,Boykins,Earl,-1,638,11,4,4,9,35,0,1,55,55,75,1224,66,66,87,0,65,7,12,25,84,77,75,99,99,50,85,50,80,25,62,49,20,69,6,1,6,,1,1,6,15,4,19760602,25,-1,-1,-1,1998,--,0,0,0,2,4,0,0,0,True,False,False,False,0,EABOYKI,False,False,0,0,0,0,2860,0,120,5,2,15,0,0,0,False,0,0,0,0,0,769,323,239,95,245,220,2,46,290,92,56,92,120,2033,66,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0,0,638,4,False,False,0,6,39,-96,-3,-99,-7,-24,-17,-9,-80,0,0,0,0,0,0,0,0,7,0,0,0,63,79,74,91,58,43,56,57,80,69,67,84,75,54,0,0,11
False,Jones,Damon,125,642,19,4,3,9,50,0,0,106,101,65,1081,80,80,64,0,30,1,4,44,65,70,65,77,77,60,75,45,75,25,71,34,59,45,6,1,6,,1,4,4,4,5,19760825,248,-1,-1,-1,1998,--,0,0,0,1,4,0,0,0,True,False,False,False,0,DAJONES,False,False,0,0,0,0,4172,0,288,4,2,4,0,0,0,False,0,0,0,0,0,355,137,231,89,44,30,2,12,96,54,16,60,36,1176,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,22,7,3,3,0,1,11,10,0,8,0,139,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,0,642,3,False,True,0,14,59,-88,-12,-75,-9,-46,-20,-26,-78,0,0,0,0,0,0,0,0,7,0,0,0,79,79,65,72,81,70,60,61,65,62,26,30,26,29,0,0,0
False,Najera,Eduardo,-1,643,21,1,2,7,92,0,2,239,231,64,1066,47,37,63,10,62,32,68,63,26,56,64,62,68,45,59,67,64,20,50,63,7,40,4,1,6,,1,6,6,6,6,19760711,353,38,2,38,2000,Hou,0,0,0,6,4,0,0,0,True,False,False,False,0,EDNAJER,False,False,0,0,0,0,4952,0,381,6,1,6,0,0,0,False,0,0,0,0,0,354,204,12,1,123,88,26,128,68,210,73,180,56,1658,75,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,3,0,2,1,1,11,2,10,2,17,2,96,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,643,9,False,False,0,6,39,-54,-53,-41,-38,-30,-48,-22,-33,0,0,0,0,0,0,0,0,2,0,0,0,33,35,30,31,30,51,55,48,51,47,60,61,59,93,0,0,0
False,Hudson,Troy,-1,648,16,4,3,10,343,0,0,62,68,65,1080,70,76,92,0,27,5,8,25,82,75,62,80,88,43,76,39,60,25,54,48,39,59,6,1,6,,1,1,16,50,7,19760313,163,-1,-1,-1,1997,--,0,0,0,1,4,0,0,0,True,False,False,False,0,TRHUDSO,False,False,0,0,0,0,5953,0,350,6,3,16,0,0,0,False,0,0,0,0,0,195,74,80,28,32,26,2,7,71,24,14,41,40,554,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,648,10,False,False,0,16,39,-99,-5,-87,-5,-23,-8,-42,-89,0,0,0,0,0,0,0,0,6,0,0,0,64,47,48,58,68,42,74,74,73,77,42,43,45,38,0,0,0
False,Redd,Michael,-1,649,22,3,2,7,91,1,1,60,58,83,1344,84,84,87,60,47,3,21,48,67,89,64,80,80,74,85,61,85,25,81,65,21,70,5,1,1,,1,5,15,15,3,19790824,55,43,2,43,2000,Mil,0,0,0,4,3,0,0,0,True,False,False,False,0,MIREDD_,False,False,0,0,0,0,14520,0,1260,6,4,15,0,0,0,False,0,0,0,0,0,1025,477,306,117,416,345,9,42,122,80,63,154,122,2035,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2,0,0,649,4,False,False,8,15,75,-16,-16,-30,41,-21,31,-28,-67,0,0,0,0,0,0,0,0,3,0,0,0,81,78,62,91,88,66,69,35,72,74,81,65,70,94,133,0,51
False,Cardinal,Brian,-1,654,35,1,2,7,105,0,0,5,14,64,1064,58,66,70,58,88,19,35,58,37,68,42,50,49,25,49,73,53,25,54,53,29,50,4,1,6,,1,7,13,13,8,19770502,354,44,2,44,2000,Det,0,0,0,3,4,0,0,0,True,False,False,False,0,BRCARDI,False,False,0,0,0,0,5850,0,450,6,3,13,0,0,0,False,0,0,0,0,0,85,42,44,18,27,25,1,14,31,42,22,45,23,314,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2,0,0,654,5,False,False,0,13,39,-47,-46,-23,-31,-24,-23,-55,-50,0,0,0,0,0,0,0,0,7,0,0,0,61,46,57,70,63,63,59,56,53,53,43,49,53,53,0,0,0
False,Hart,Jason,-1,655,1,4,3,6,127,0,2,233,226,68,1120,52,61,66,15,84,10,7,51,87,70,66,74,79,55,72,45,55,25,59,33,17,35,6,1,6,,1,5,24,28,10,19780429,497,49,2,49,2000,Mil,0,0,0,1,4,0,0,0,True,False,False,False,0,JAHART_,False,False,0,0,0,0,2500,0,0,2,2,28,0,0,0,False,0,0,0,0,0,224,100,29,7,47,42,1,14,104,83,44,83,38,846,36,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,0,0,655,3,False,False,0,24,39,-54,-11,-77,-17,-45,-25,-9,-67,0,0,0,0,0,0,0,0,10,0,0,0,50,50,56,52,54,51,60,65,72,56,27,31,33,42,0,0,0
False,Okulaja,Ademola,-1,657,5,1,2,1,84,0,0,107,101,63,1041,71,70,49,58,48,22,48,62,50,51,55,53,49,50,38,47,49,25,54,58,1,48,5,1,6,,,5,-1,74,5,19751007,204,1,2,30,2005,NY,0,0,0,8,3,,0,0,True,False,False,False,0,ADOKULA,False,False,0,0,0,0,926,0,431,4,3,74,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2,0,0,657,15,False,False,0,-1,39,-34,-54,-35,-39,-24,-25,-45,-42,0,0,0,0,0,0,0,0,10,0,0,0,44,40,42,43,40,44,41,47,46,47,44,46,41,49,0,0,0
False,Newble,Ira,-1,660,14,2,2,7,71,0,0,106,101,63,1044,52,55,68,58,49,14,33,40,23,44,63,65,68,55,62,60,70,23,58,53,13,31,4,1,6,,1,7,4,4,9,19750120,374,-1,-1,-1,1997,--,0,0,0,5,4,0,0,0,True,False,False,False,0,IRNEWBL,False,False,0,0,0,0,3442,0,246,5,1,4,0,0,0,False,0,0,0,0,0,37,16,15,8,10,6,0,14,2,17,6,17,3,129,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,3,0,1,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,660,11,False,False,0,4,39,-24,-50,-24,-32,-38,-27,-23,-57,0,0,0,0,0,0,0,0,6,0,0,0,45,49,52,53,52,52,59,52,54,52,53,51,48,43,0,0,0
False,Medvedenko,Slava,-1,663,3,1,1,7,608,0,0,101,101,58,991,57,0,82,58,38,7,58,60,14,73,55,51,43,40,43,73,57,12,50,68,0,46,4,1,6,,1,10,12,50,8,19790404,359,-1,-1,-1,2000,--,0,0,0,5,4,0,0,0,True,False,False,False,0,STMEDVE,False,False,0,0,0,0,3000,0,0,2,1,50,0,0,0,False,0,0,0,0,0,29,12,2,1,20,17,2,4,1,15,0,10,5,81,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,0,663,4,False,False,0,12,39,-40,-59,-21,-32,-16,-80,-54,-49,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,61,67,62,61,64,62,64,61,60,0,0,0
