DELETED,NAME,FNAME,NICKNAMEID,PLAYERID,NUMBER,POSITION,POSITION2,YEARSEXP,SCHOOLNUM,HAND,SHOELIMIT,ORIGHSHOE,ORIGASHOE,OVERALLRTG,PLAYRVALUE,FGPBASE,THREEPTBAS,FTPBASE,DNKABILITY,STLABILITY,BLKABILITY,OREABILITY,DREABILITY,BALABILITY,OFFABILITY,DEFABILITY,SPEED,QUICK,JUMP,DRIBBLE,DSTRENGTH,DHARDY,DSHOOTRANG,FATIGUE,INSIDESC,THREEPTATT,PRIMACY,SCOREAREA,FACIALCTRL,FTRITUAL,AUDIONICK,CELEBPACK,THREEPTSTY,ORIGTEAM,TEAM,ROSTERPOS,BIRTHDATE,BTOWNID,DPLACE,DROUND,DOVERALL,DRAFTYEAR,DRAFTEDBY,SCRATCH1,SCRATCH2,SCRATCH3,DUNKPACK,DESTINY,INJURYID,INJURYDATE,RECOVRDATE,ISPLAYABLE,ISCREATED,FACEPATCH,ISGENERATE,ISHISTORIC,TRADEABLE,PLAYERPKG,INSEASON,INPLAYOFF,ROOKIEPKG,ROOKVALUE,ROOKIERANK,ROOKIERNK2,GRADCLASS,CASH_YEAR,CASH_TOTAL,CASH_RAISE,YEARS_LONG,YEARS_LEFT,CASH_TEAM,PREF_LEN,MIN_TARGET,LOWBALLED,ISMINIMUM,WEEKLYMVP,MONTHLYMVP,WEEKGAMES,MONTHGAMES,RAWOFFVAL,RAWDEFVAL,OFFVALUE,DEFVALUE,SFGATT,SFGMAD,STHREEATT,STHREEMAD,SFTATT,SFTMAD,SBLOCKS,SOFFREB,SASSISTS,SPERFOUL,SSTEALS,SDEFREB,STURNOVER,SMINUTES,SGAMES,SGSTART,SEJECT,CSFGATT,CSFGMAD,CSTHREEATT,CSTHREEMAD,CSFTATT,CSFTMAD,CSBLOCKS,CSOFFREB,CSASSISTS,CSPERFOUL,CSSTEALS,CSDEFREB,CSTURNOVER,CSMINUTES,CSGAMES,CSGSTART,CSEJECT,PFGATT,PFGMAD,PTHREEATT,PTHREEMAD,PFTATT,PFTMAD,PBLOCKS,POFFREB,PASSISTS,PPERFOUL,PSTEALS,PDEFREB,PTURNOVER,PMINUTES,PGAMES,PGSTART,PEJECT,CPFGATT,CPFGMAD,CPTHREEAT,CPTHREEMAD,CPFTATT,CPFTMAD,CPBLOCKS,CPOFFREB,CPASSISTS,CPPERFOUL,CPSTEALS,CPDEFREB,CPTURNOVER,CPMINUTES,CPGAMES,CPGSTART,CPEJECT
False,Gill,Kendall,45,218,13,2,3,14,52,0,0,0,0,62,3928,51,45,74,59,81,18,35,49,31,74,62,74,70,65,62,61,70,20,55,55,6,43,2,1,0,0,1,5,50,50,14,19680525,320,5,1,5,1990,Cha,0,0,0,7,6,0,0,0,True,False,False,False,False,,KEGILL_,False,False,0,0,0,0,0,0,0,0,2,2,50,,0,,,0,0,0,0,0,0,0,0,548,215,38,9,136,100,16,61,89,107,65,129,83,1411,56,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Strickland,Rod,-1,307,1,4,4,16,30,0,0,0,0,60,3858,62,49,73,5,54,14,22,53,88,61,67,75,80,40,78,46,77,20,47,55,10,48,6,1,0,0,1,5,50,50,11,19660711,339,19,1,19,1988,NY,0,0,0,2,6,0,0,0,True,False,False,False,False,,ROSTRIC,False,False,0,0,0,0,0,0,0,0,1,1,50,,0,,,0,0,0,0,0,0,0,0,353,150,36,10,98,72,11,34,244,76,35,121,85,1197,61,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Cassell,Sam,-1,309,19,4,3,11,38,0,1,41,41,72,4335,79,67,87,0,66,11,13,42,89,84,77,81,74,50,88,46,78,25,82,55,14,65,6,2,0,0,2,5,16,16,4,19691118,300,24,1,24,1993,Hou,0,0,0,4,5,0,0,0,True,False,False,False,False,,SACASSE,False,False,0,0,0,0,0,5650,0,450,3,2,16,,0,,,0,0,0,0,0,0,0,0,1270,620,186,74,331,289,18,44,592,247,102,227,220,2838,81,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,94,60,25,61,52,3,3,70,53,12,37,43,497,16,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Hudson,Troy,-1,648,16,4,4,7,343,0,0,158,158,56,3701,70,83,82,0,45,0,7,32,69,76,62,80,88,43,76,39,60,25,50,48,37,40,6,1,0,0,1,1,16,16,6,19760313,163,-1,-1,-1,1997,--,0,0,0,2,4,0,0,0,True,False,False,False,False,,TRHUDSO,False,False,0,0,0,0,0,4900,0,490,6,6,16,,0,,,0,0,0,0,0,0,0,0,207,80,77,31,33,27,0,4,70,32,7,31,34,503,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Nesterovic,Rasho,-1,493,8,0,0,6,587,0,1,41,41,59,3816,54,0,47,58,40,85,78,77,24,58,34,58,60,50,28,68,80,12,67,71,0,32,9,0,0,0,0,9,25,25,0,19760530,164,17,1,17,1998,Min,0,0,0,13,4,0,0,0,True,False,False,False,False,,RANESTE,False,False,0,0,0,0,0,6160,0,560,6,5,25,,0,,,0,0,0,0,0,0,0,0,700,328,0,0,114,54,165,257,114,247,51,376,107,2353,82,82,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,29,1,0,6,1,11,21,10,38,3,34,8,261,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Szczerbiak,Wally,103,513,10,2,3,5,71,0,1,41,41,63,3963,82,76,83,45,35,2,31,55,27,80,60,69,66,68,67,65,70,25,65,64,19,30,5,1,0,0,1,5,16,16,2,19770305,188,6,1,6,1999,Min,0,0,0,7,4,0,0,0,True,False,False,False,False,,WASZCZE,False,False,0,0,0,0,0,9000,0,1000,6,5,16,,0,,,0,0,0,0,0,0,0,0,236,106,46,20,64,53,1,24,33,42,12,64,28,622,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,47,29,10,41,38,2,9,20,31,6,30,24,299,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Jackson,Marc,142,605,25,0,1,4,128,0,0,158,159,54,3642,62,0,79,60,37,16,62,71,15,66,55,58,40,75,40,85,54,12,52,69,1,35,4,0,0,0,0,9,21,21,10,19750116,385,38,2,38,1997,GS,0,0,0,13,4,0,0,0,True,False,False,False,False,,MRJACKS,False,False,0,0,0,0,0,4225,0,325,6,3,21,,0,,,0,0,0,0,0,0,0,0,171,71,1,0,81,64,6,45,18,45,12,81,24,598,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Garnett,Kevin,161,217,21,1,2,9,537,0,2,132,132,98,5357,66,44,79,94,69,80,62,99,62,85,90,72,70,90,59,54,90,20,85,88,2,90,9,2,0,0,2,6,16,16,1,19760519,381,5,1,5,1995,Min,0,0,0,10,4,0,0,0,True,False,False,False,False,,KEGARNE,False,False,0,0,0,0,0,16000,0,2000,6,5,16,,0,,,0,0,0,0,0,0,0,0,1611,804,43,11,465,368,178,245,409,202,120,894,212,3231,82,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,168,16,5,125,97,41,39,92,57,24,224,75,783,18,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Woods,Loren,-1,962,1,0,0,3,4,0,0,158,158,52,3535,50,17,78,66,53,59,62,84,27,43,56,34,38,45,40,66,50,15,24,64,1,35,4,1,0,0,1,9,27,27,11,19780621,307,45,2,45,2001,Min,0,0,0,13,4,0,0,0,True,False,False,False,False,,LOWOODS,False,False,0,0,0,0,0,800,0,100,2,2,27,,0,,,0,0,0,0,0,0,0,0,76,29,3,1,27,21,13,27,19,37,10,68,23,353,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Wilks,Mike,-1,1068,29,4,4,2,107,0,0,158,158,46,3302,72,54,79,0,72,9,24,39,66,42,60,70,75,20,60,54,50,23,35,38,27,13,2,0,0,0,0,3,3,3,14,19790507,192,-1,-1,-1,2002,--,0,0,0,2,4,0,0,0,True,False,False,False,False,,MIWILKS,False,False,0,0,0,0,0,720,0,0,1,1,3,,0,,,0,0,0,0,0,0,0,0,36,17,10,6,12,10,0,3,17,15,3,13,7,145,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Ebi,Ndudi,-1,1155,44,2,1,1,620,0,0,158,158,48,3377,59,44,62,71,26,75,39,65,12,47,51,59,58,73,49,45,40,20,25,62,1,17,4,2,0,0,2,6,16,16,10,19840618,541,26,1,26,2003,Min,0,0,0,8,3,0,0,0,True,False,False,False,False,,NDEBI__,False,False,0,0,0,0,0,751,0,349,4,3,16,,0,,,0,0,0,0,0,0,0,0,14,6,0,0,4,1,4,2,3,6,0,1,3,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Johnson,Anthony,-1,16,8,4,4,7,18,0,1,159,155,51,3513,57,63,80,0,74,9,14,34,62,54,64,71,74,40,67,49,69,25,53,43,29,18,2,1,0,0,1,5,10,10,10,19741002,258,40,2,40,1997,Sac,0,0,0,1,5,0,0,0,True,False,False,False,False,,ANJOHNS,False,False,0,0,0,0,0,2450,0,245,4,4,10,,0,,,0,0,0,0,0,0,0,0,411,167,122,41,94,75,8,28,202,138,64,102,75,1598,73,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,25,20,6,22,17,4,7,34,34,13,27,11,332,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Mutombo,Dikembe,27,112,55,0,0,13,43,0,1,50,49,58,3776,59,0,68,55,21,90,72,80,8,46,96,48,48,35,31,80,55,12,53,79,0,29,9,2,0,0,14,9,9,9,6,19660625,45,4,1,4,1991,Den,0,0,0,13,6,0,0,0,True,False,False,False,False,,DIMUTOM,False,False,0,0,0,0,0,4496,0,0,4,1,9,,0,,,0,0,0,0,0,0,0,0,295,141,0,0,119,81,123,145,25,141,17,292,54,1494,65,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,3,3,4,4,0,6,1,6,3,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Kittles,Kerry,-1,220,30,3,3,8,145,0,1,42,41,64,4013,74,68,79,58,80,23,15,50,35,72,56,75,71,65,66,39,55,25,77,49,28,46,2,0,0,0,0,5,11,11,3,19740612,73,8,1,8,1996,NJ,0,0,0,7,4,0,0,0,True,False,False,False,False,,KEKITTL,False,False,0,0,0,0,0,10267,0,0,6,1,11,,0,,,0,0,0,0,0,0,0,0,959,434,276,97,136,107,40,56,206,144,125,271,95,2842,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,60,52,17,34,21,10,10,23,28,22,37,11,415,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Harris,Lucious,51,241,12,3,3,11,279,0,0,161,159,49,3444,68,65,85,10,50,2,21,36,43,61,45,65,66,50,69,55,65,25,52,39,21,35,2,1,0,0,1,5,50,50,13,19701218,497,28,2,28,1993,Dal,0,0,0,5,6,0,0,0,True,False,False,False,False,,LUHARRI,False,False,0,0,0,0,0,2647,0,0,2,1,50,,0,,,0,0,0,0,0,0,0,0,463,187,101,38,78,66,2,39,135,74,41,101,53,1504,69,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,19,12,3,18,14,1,10,10,16,7,12,5,182,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Rogers,Rodney,-1,305,54,1,2,11,149,1,0,161,159,67,4135,68,68,77,55,77,31,57,74,48,74,59,50,49,40,46,81,81,25,50,67,30,28,4,1,0,0,1,7,18,18,7,19710620,98,9,1,9,1993,Den,0,0,0,6,5,0,0,0,True,False,False,False,False,,ROROGER,False,False,0,0,0,0,0,1100,0,0,1,1,18,,0,,,0,0,0,0,0,0,0,0,505,207,152,50,98,75,27,100,137,183,59,207,98,1409,69,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,23,22,5,20,16,3,9,12,31,6,46,17,228,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Kidd,Jason,75,177,5,4,4,10,16,0,1,55,57,85,4847,72,69,83,22,83,9,28,72,95,75,94,87,87,70,87,61,75,25,77,60,30,75,6,0,0,0,0,5,17,17,4,19730323,139,2,1,2,1994,Dal,0,0,0,4,4,0,0,0,True,False,False,False,False,,JAKIDD_,False,False,0,0,0,0,0,14796,0,1644,6,5,17,,0,,,0,0,0,0,0,0,0,0,959,368,293,94,249,206,14,85,618,110,122,343,214,2450,67,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,43,48,10,53,43,6,16,99,15,25,57,43,474,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Williams,Aaron,-1,1,34,1,0,10,159,1,2,129,133,57,3728,45,11,68,69,46,56,62,73,29,64,60,58,51,73,20,69,61,15,47,65,1,24,4,2,0,0,2,9,17,17,1,19711002,209,-1,-1,-1,1993,--,0,0,0,14,4,0,0,0,True,False,False,False,False,,AAWILLI,False,False,0,0,0,0,0,3150,0,0,6,1,17,,0,,,0,0,0,0,0,0,0,0,342,172,3,1,155,105,46,101,81,187,34,193,89,1337,72,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,0,0,10,6,7,7,4,41,0,15,15,149,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Martin,Kenyon,134,573,6,1,2,4,20,0,3,145,144,76,4508,63,36,68,85,78,59,48,89,35,78,80,66,69,85,45,65,34,20,64,75,1,60,9,2,0,0,2,9,6,6,1,19771230,383,1,1,1,2000,NJ,0,0,0,10,2,0,0,0,True,False,False,False,False,,KEMARTI,False,False,0,0,0,0,0,11000,0,804,7,7,6,,0,,,0,0,0,0,0,0,0,0,900,439,25,7,294,201,82,133,160,230,95,484,168,2252,65,62,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,81,4,0,64,48,14,25,12,50,13,96,32,409,11,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Jefferson,Richard,-1,930,24,2,2,3,4,0,1,42,41,75,4437,52,59,76,95,54,14,28,60,49,78,50,72,75,91,68,62,60,23,83,69,11,85,4,1,0,0,1,7,17,17,2,19800621,497,13,1,13,2001,Hou,0,0,0,9,2,0,0,0,True,False,False,False,False,,RIJEFFE,False,False,0,0,0,0,0,10960,0,1096,7,7,17,,0,,,0,0,0,0,0,0,0,0,1115,555,132,48,468,357,28,109,315,224,92,355,198,3133,82,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,66,33,9,108,77,8,14,42,35,14,55,43,460,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Collins,Jason,-1,935,35,0,0,3,126,0,1,52,51,46,3300,53,0,74,47,56,41,52,62,34,40,44,45,43,50,32,75,25,12,65,68,0,25,4,2,0,0,2,9,17,17,0,19781202,420,18,1,18,2001,Hou,0,0,0,13,4,0,0,0,True,False,False,False,False,,JSCOLLI,False,False,0,0,0,0,0,1888,0,0,4,1,17,,0,,,0,0,0,0,0,0,0,0,384,163,2,0,184,136,56,143,153,251,67,257,97,2220,78,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,0,0,16,12,10,18,17,49,3,26,15,266,11,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Armstrong,Brandon,-1,940,99,3,3,3,99,1,1,52,51,45,3269,79,74,65,10,51,7,22,38,15,67,36,66,64,50,69,43,70,25,35,38,29,34,2,0,0,0,0,4,17,17,12,19800616,139,23,1,23,2001,Hou,0,0,0,5,3,0,0,0,True,False,False,False,False,,BRARMST,False,False,0,0,0,0,0,720,0,0,1,1,17,,0,,,0,0,0,0,0,0,0,0,175,65,52,19,4,2,2,12,14,49,12,31,24,434,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,0,0,0,0,1,3,4,1,1,0,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Scalabrine,Brian,-1,951,21,1,1,3,141,0,1,52,51,41,3097,50,49,83,23,42,25,36,72,35,50,46,34,34,30,36,69,50,20,37,52,18,30,4,1,0,0,1,6,17,17,6,19780318,407,35,2,35,2001,NJ,0,0,0,13,4,0,0,0,True,False,False,False,False,,BRSCALA,False,False,0,0,0,0,0,891,0,0,1,1,17,,0,,,0,0,0,0,0,0,0,0,218,86,41,10,70,58,14,42,65,113,21,131,42,928,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,6,5,6,3,0,7,1,15,3,5,4,73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Slay,Tamar,-1,1043,32,3,2,2,66,0,0,161,159,49,3416,62,50,42,60,84,18,24,45,25,64,55,60,62,65,64,56,55,23,21,41,24,30,4,2,0,0,2,7,2,2,11,19800402,463,54,2,54,2002,NJ,0,0,0,7,3,0,0,0,True,False,False,False,False,,TASLAY_,False,False,0,0,0,0,0,695,0,0,1,1,2,,0,,,0,0,0,0,0,0,0,0,103,39,25,7,10,7,3,8,14,31,14,23,20,274,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,2,2,0,0,0,0,1,2,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Wesley,David,-1,97,4,3,4,11,9,0,0,158,159,64,4026,68,73,75,0,66,11,11,28,43,75,77,80,75,65,79,60,85,25,70,57,35,52,6,0,0,0,0,1,18,18,3,19701114,26,-1,-1,-1,1992,--,0,0,0,2,5,0,0,0,True,False,False,False,False,,DAWESLE,False,False,0,0,0,0,0,4455,0,495,2,1,18,,0,,,0,0,0,0,0,0,0,0,800,311,285,92,182,137,14,28,175,147,71,106,100,2001,61,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,24,30,11,21,15,0,1,17,21,5,15,16,243,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Lynch,George,-1,148,9,2,2,11,84,0,1,52,51,59,3824,59,62,67,58,51,18,46,67,34,42,85,60,64,50,54,68,80,25,54,57,37,28,4,1,0,0,1,7,18,18,5,19700903,56,12,1,12,1993,LAL,0,0,0,5,6,0,0,0,True,False,False,False,False,,GELYNCH,False,False,0,0,0,0,0,3000,0,200,3,2,18,,0,,,0,0,0,0,0,0,0,0,375,149,139,43,51,34,18,96,117,159,48,216,64,1701,78,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,25,12,3,8,5,3,13,12,15,3,24,7,147,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Mashburn,Jamal,37,179,24,2,2,11,59,0,3,52,51,66,4118,73,61,81,75,35,11,21,71,32,81,64,70,66,55,71,65,42,25,71,65,16,78,4,1,0,0,1,7,18,18,2,19721129,170,4,1,4,1993,Dal,0,0,0,7,5,0,0,0,True,False,False,False,False,,JAMASHB,False,False,0,0,0,0,0,9300,0,0,6,1,18,,0,,,0,0,0,0,0,0,0,0,398,156,67,19,80,65,5,19,47,42,14,98,37,730,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Anderson,Kenny,44,211,12,4,4,13,46,1,1,158,158,50,3485,65,13,73,0,53,9,17,36,67,56,53,88,81,50,92,38,58,15,45,50,1,36,6,1,0,0,1,3,0,0,10,19701009,495,2,1,2,1991,NJ,0,0,0,2,6,0,0,0,True,False,False,False,False,,KEANDER,False,False,0,0,0,0,0,1100,0,0,1,1,0,,0,,,0,0,0,0,0,0,0,0,256,113,4,1,48,35,5,19,125,73,26,62,50,905,44,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,1,3,1,1,5,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Brown,P.J.,-1,281,42,1,0,11,61,0,1,52,51,64,4028,50,0,85,69,53,43,70,78,28,58,82,62,59,50,35,65,79,12,76,63,0,38,4,1,0,0,1,9,18,18,1,19691014,20,29,2,29,1992,NJ,0,0,0,13,5,0,0,0,True,False,False,False,False,,PJBROWN,False,False,0,0,0,0,0,8000,0,0,4,3,18,,0,,,0,0,0,0,0,0,0,0,712,339,1,0,185,158,73,237,155,203,78,453,101,2753,80,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,26,0,0,11,10,11,29,15,16,3,39,13,256,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Pack,Robert,60,302,9,4,4,12,141,0,0,0,0,47,3366,44,2,75,10,86,0,20,49,86,64,54,76,73,65,64,32,34,13,33,43,0,33,2,2,0,0,2,6,50,50,0,19690203,97,-1,-1,-1,1991,--,0,0,0,5,6,0,0,0,True,False,False,False,False,,ROPACK_,False,False,0,0,0,0,0,0,0,0,0,0,50,,0,,,0,0,0,0,0,0,0,0,52,22,0,0,6,5,1,4,27,20,12,14,16,220,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Augmon,Stacey,63,332,2,2,2,13,140,1,1,52,51,52,3540,54,11,79,60,72,18,29,46,29,54,71,70,72,65,56,55,67,15,50,47,2,20,4,1,0,0,1,6,20,20,11,19680801,77,9,1,9,1991,Atl,0,0,0,7,6,0,0,0,True,False,False,False,False,,STAUGMO,False,False,0,0,0,0,0,1100,0,0,1,1,20,,0,,,0,0,0,0,0,0,0,0,347,143,7,1,139,110,15,52,85,114,55,122,76,1416,69,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,18,1,0,18,16,1,4,7,13,6,15,13,168,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Drew,Bryce,-1,458,17,4,3,5,372,0,1,41,41,51,3498,76,75,58,0,77,4,14,39,64,53,60,71,70,40,78,25,90,25,13,46,38,35,6,2,0,0,2,4,50,50,0,19740921,144,16,1,16,1998,Hou,0,0,0,1,4,0,0,0,True,False,False,False,False,,BRDREW_,False,False,0,0,0,0,0,0,0,0,0,0,50,,0,,,0,0,0,0,0,0,0,0,18,4,7,1,3,3,0,0,13,1,4,6,8,78,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Traylor,Robert,81,496,32,1,1,6,72,0,1,52,51,61,3899,57,22,55,65,77,63,79,78,22,74,40,41,54,25,42,97,50,18,40,70,0,40,9,1,0,0,1,6,4,4,8,19770201,20,6,1,6,1998,Dal,0,0,0,15,4,0,0,0,True,False,False,False,False,,ROTRAYL,False,False,0,0,0,0,0,1600,0,160,2,2,4,,0,,,0,0,0,0,0,0,0,0,287,145,5,2,128,70,37,106,43,161,39,156,62,942,71,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,3,2,1,1,1,8,3,9,2,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Alexander,Courtney,-1,576,32,3,2,4,40,0,1,52,51,51,3491,71,57,81,48,42,7,24,31,28,74,43,80,63,65,57,38,62,23,49,47,11,34,2,1,0,0,1,5,50,50,12,19770427,292,13,1,13,2000,Orl,0,0,0,5,4,0,0,0,True,False,False,False,False,,CUALEXA,False,False,0,0,0,0,0,0,0,0,4,1,50,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Moiso,Jerome,-1,588,6,1,2,4,139,1,1,52,51,57,3734,56,2,66,68,54,84,72,82,17,61,50,50,56,50,42,52,65,13,32,54,1,36,4,1,0,0,1,9,50,50,14,19780615,206,11,1,11,2000,Bos,0,0,0,14,4,0,0,0,True,False,False,False,False,,JEMOISO,False,False,0,0,0,0,0,0,0,0,2,1,50,,0,,,0,0,0,0,0,0,0,0,84,40,1,0,38,22,12,41,8,42,17,72,25,417,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Magloire,Jamaal,-1,594,21,0,1,4,59,0,2,132,133,67,4128,39,0,75,75,29,70,74,87,15,77,63,50,56,40,53,76,85,12,80,68,0,49,4,2,0,0,2,9,18,18,0,19780521,304,19,1,19,2000,Cha,0,0,0,13,2,0,0,0,True,False,False,False,False,,JAMAGLO,False,False,0,0,0,0,0,5000,0,500,7,3,18,,0,,,0,0,0,0,0,0,0,0,809,383,1,0,470,353,101,268,86,278,43,579,201,2777,82,82,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,28,1,0,28,21,7,16,5,22,3,48,11,239,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Davis,Baron,-1,510,1,4,3,5,139,0,3,145,144,88,4957,78,83,67,89,87,16,20,43,86,82,74,90,88,85,80,69,55,25,84,56,41,84,6,2,0,0,2,4,18,18,4,19790413,497,3,1,3,1999,Cha,0,0,0,11,4,0,0,0,True,False,False,False,False,,BADAVIS,False,False,0,0,0,0,0,11326,0,1258,6,5,18,,0,,,0,0,0,0,0,0,0,0,1402,554,582,187,352,237,27,66,501,178,158,221,215,2686,67,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,43,49,16,33,25,5,6,49,21,11,23,19,260,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
