DELETED,NAME,FNAME,NICKNAMEID,PLAYERID,NUMBER,POSITION,POSITION2,YEARSEXP,SCHOOLNUM,HAND,SHOELIMIT,ORIGHSHOE,ORIGASHOE,OVERALLRTG,PLAYRVALUE,FGPBASE,THREEPTBAS,FTPBASE,DNKABILITY,STLABILITY,BLKABILITY,OREABILITY,DREABILITY,BALABILITY,OFFABILITY,DEFABILITY,SPEED,QUICK,JUMP,DRIBBLE,DSTRENGTH,DHARDY,DSHOOTRANG,FATIGUE,INSIDESC,THREEPTATT,PRIMACY,SCOREAREA,FACIALCTRL,FTRITUAL,AUDIONICK,CELEBPACK,THREEPTSTY,ORIGTEAM,TEAM,ROSTERPOS,BIRTHDATE,BTOWNID,DPLACE,DROUND,DOVERALL,DRAFTYEAR,DRAFTEDBY,SCRATCH1,SCRATCH2,SCRATCH3,DUNKPACK,DESTINY,INJURYID,INJURYDATE,RECOVRDATE,ISPLAYABLE,ISCREATED,ISGENERATE,ISHISTORIC,TRADEABLE,PLAYERPKG,INSEASON,INPLAYOFF,ROOKIEPKG,ROOKVALUE,ROOKIERANK,ROOKIERNK2,CASH_YEAR,CASH_TOTAL,CASH_RAISE,YEARS_LONG,YEARS_LEFT,CASH_TEAM,PREF_LEN,MIN_TARGET,LOWBALLED,ISMINIMUM,WEEKLYMVP,MONTHLYMVP,SUPERSTAR,OFFVALUE,DEFVALUE,SFGATT,SFGMAD,STHREEATT,STHREEMAD,SFTATT,SFTMAD,SBLOCKS,SOFFREB,SASSISTS,SPERFOUL,SSTEALS,SDEFREB,STURNOVER,SMINUTES,SGAMES,SGSTART,SEJECT,CSFGATT,CSFGMAD,CSTHREEATT,CSTHREEMAD,CSFTATT,CSFTMAD,CSBLOCKS,CSOFFREB,CSASSISTS,CSPERFOUL,CSSTEALS,CSDEFREB,CSTURNOVER,CSMINUTES,CSGAMES,CSGSTART,CSEJECT,PFGATT,PFGMAD,PTHREEATT,PTHREEMAD,PFTATT,PFTMAD,PBLOCKS,POFFREB,PASSISTS,PPERFOUL,PSTEALS,PDEFREB,PTURNOVER,PMINUTES,PGAMES,PGSTART,PEJECT,CPFGATT,CPFGMAD,CPTHREEAT,CPTHREEMAD,CPFTATT,CPFTMAD,CPBLOCKS,CPOFFREB,CPASSISTS,CPPERFOUL,CPSTEALS,CPDEFREB,CPTURNOVER,CPMINUTES,CPGAMES,CPGSTART,CPEJECT,LEARNING,WORKETHC,BIRDRIGHTS,CASHRESIGN,SPEECHID,SPECMAP,ISEDITED,ISORIGSS,VALIDSSTAR,DFLTTEAM
False,Anderson,Shandon,-1,322,49,2,3,9,44,0,0,46,46,66,1086,61,28,81,54,62,18,28,67,28,41,71,71,68,65,58,56,75,18,44,60,13,30,4,1,0,,1,6,14,14,12,19731213,104,54,2,54,1996,Utah,0,0,0,5,5,0,,,True,False,False,False,,SHANDER,False,False,0,0,0,0,1000,0,0,1,1,14,0,0,0,False,0,0,0,0,0,217,98,29,5,66,54,14,41,70,138,40,150,50,1171,66,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,0,2,2,0,3,8,10,5,16,6,97,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,322,1,False,False,0,14
False,Bradley,Shawn,-1,323,44,0,0,12,514,0,0,33,33,60,996,50,0,68,33,51,85,63,76,7,44,75,43,34,25,23,73,60,12,35,71,0,29,9,0,0,,0,9,50,50,11,19720322,105,2,1,2,1993,Phi,0,0,0,1,7,0,,,True,False,False,False,,SHBRADL,False,False,0,0,0,0,4500,0,350,7,2,50,0,0,0,False,0,0,0,0,0,186,84,0,0,63,43,63,70,15,153,25,144,33,885,77,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,2,1,2,4,0,7,0,2,0,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,323,4,False,False,0,50
False,O'Neal,Shaquille,116,327,32,0,0,13,64,0,0,164,165,90,1443,89,0,46,97,25,84,79,91,50,84,95,60,63,84,39,99,80,12,74,95,0,82,9,2,0,,2,11,14,14,0,19720306,441,1,1,1,1992,Orl,0,0,0,17,5,0,,,True,False,False,False,,SHONEAL,False,False,0,0,0,0,20000,0,0,5,5,14,0,0,0,False,0,0,160,0,0,1095,658,0,0,765,353,171,253,200,262,36,507,203,2492,73,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,101,0,0,106,50,19,19,25,52,5,83,42,431,13,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,0,0,327,4,False,True,160,14
False,Augmon,Stacey,63,332,2,2,3,14,140,1,0,52,51,61,1022,54,0,74,60,62,18,54,42,26,54,71,70,72,65,56,54,67,12,32,47,0,42,4,1,0,,1,6,20,20,8,19680801,77,9,1,9,1991,Atl,0,0,0,14,6,0,,,True,False,False,False,,STAUGMO,False,False,0,0,0,0,1100,0,0,1,1,20,0,0,0,False,0,0,0,0,0,167,68,0,0,77,57,8,45,36,83,23,54,31,663,55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,332,4,False,False,0,20
False,Jackson,Stephen,-1,334,1,3,2,5,513,0,2,128,134,70,1147,69,80,82,50,64,10,19,60,32,80,53,70,72,50,61,57,50,25,72,53,35,64,5,1,0,,1,5,10,10,3,19780405,268,43,2,43,1997,Pho,0,0,0,14,4,0,,,True,False,False,False,,STJACKS,False,False,0,0,0,0,5390,0,490,6,5,10,0,0,0,False,0,0,0,0,0,819,330,286,103,229,190,14,44,119,154,64,206,123,1806,51,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,70,63,20,60,49,6,7,29,39,25,43,34,472,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2,0,0,334,4,False,False,0,10
False,Marbury,Stephon,165,336,3,4,3,9,46,0,0,162,159,88,1414,81,74,83,54,81,1,11,30,88,88,81,89,93,79,95,71,90,25,86,50,25,76,6,2,0,,2,4,19,19,4,19770220,440,4,1,4,1996,Mil,0,0,0,1,4,0,,,True,False,False,False,,STMARBU,False,False,0,0,0,0,16453,0,1828,6,4,19,0,0,0,False,0,0,2,0,0,1308,604,325,115,549,458,6,50,668,186,122,198,233,3281,82,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,0,0,336,2,False,True,19,19
False,Nash,Steve,-1,337,13,4,4,9,118,0,1,56,56,85,1376,86,83,93,0,52,3,16,45,99,99,74,91,96,65,95,51,89,25,93,60,25,68,6,1,0,,1,1,22,22,4,19740207,443,15,1,15,1996,Pho,0,0,0,1,4,0,,,True,False,False,False,,STNASH_,False,False,0,0,0,0,9625,0,875,6,5,22,0,0,0,False,0,0,1,0,0,857,430,218,94,238,211,6,57,861,136,74,192,245,2573,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,140,54,21,62,57,3,9,170,36,14,63,70,610,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,337,15,False,True,11,22
False,Smith,Steve,-1,340,9,2,3,14,73,0,2,128,127,63,1050,78,79,86,10,33,14,15,35,46,75,63,74,69,30,68,59,55,25,31,63,50,45,5,1,0,,1,5,14,14,11,19690331,108,5,1,5,1991,Mia,0,0,0,1,7,0,,,True,False,False,False,,STSMITH,False,False,0,0,0,0,1100,0,0,1,1,14,0,0,0,False,0,0,0,0,0,248,102,105,41,80,69,7,15,71,82,14,50,27,750,50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,340,3,False,False,0,14
False,Ratliff,Theo,-1,348,42,0,1,10,158,0,2,135,135,66,1095,63,0,69,68,24,92,51,83,8,33,87,49,50,50,26,64,60,12,60,72,0,22,9,1,0,,1,10,23,23,0,19730417,110,18,1,18,1995,Det,0,0,0,8,5,0,,,True,False,False,False,,THRATLI,False,False,0,0,0,0,11667,0,0,4,3,23,0,0,0,False,0,0,128,0,0,257,115,0,0,107,74,158,111,34,183,23,220,56,1731,63,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,348,4,False,True,128,23
False,Duncan,Tim,160,350,21,1,0,8,149,0,2,132,133,91,1464,85,22,67,85,36,88,71,94,50,90,94,65,67,60,46,85,85,18,71,99,1,76,9,0,0,,0,10,25,25,1,19760425,111,1,1,1,1997,SA,0,0,0,12,4,0,,,True,False,False,False,,TIDUNCA,False,False,0,0,0,0,15845,0,1585,7,5,25,0,0,0,False,0,0,192,0,0,1042,517,9,3,455,305,174,202,179,144,45,530,127,2203,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,197,5,1,205,147,52,87,63,66,8,199,62,869,23,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0,350,3,False,True,224,25
False,Thomas,Tim,66,353,5,2,1,8,145,0,2,132,133,71,1160,72,75,78,82,38,12,18,51,26,75,48,60,64,77,59,67,65,25,62,75,29,51,10,2,0,,2,8,19,19,5,19770226,112,7,1,7,1997,NJ,0,0,0,14,4,0,,,True,False,False,False,,TITHOMA,False,False,0,0,0,0,13975,0,0,6,1,19,0,0,0,False,0,0,0,0,0,718,315,208,85,173,136,17,45,110,222,41,192,113,1940,71,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2,0,0,353,3,False,False,0,19
False,Battie,Tony,-1,354,4,1,0,8,133,0,2,133,133,62,1032,60,0,72,58,28,68,46,80,9,38,29,50,60,65,35,65,64,12,57,71,0,25,9,1,0,,1,10,20,20,7,19760211,138,5,1,5,1997,Den,0,0,0,8,4,0,,,True,False,False,False,,TOBATTI,False,False,0,0,0,0,5200,0,0,6,1,20,0,0,0,False,0,0,0,0,0,354,163,6,0,94,68,81,109,42,244,30,343,81,1894,81,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,0,0,354,4,False,False,0,20
False,Delk,Tony,-1,355,-1,4,3,9,59,0,0,41,41,68,1125,73,77,75,30,64,3,16,39,37,78,62,78,75,60,71,49,79,25,53,41,34,52,6,0,0,,0,4,0,0,4,19740128,113,16,1,16,1996,Cha,0,0,0,1,5,0,,,True,False,False,False,,TODELK_,False,False,0,0,0,0,3375,0,0,6,1,0,0,0,0,False,0,0,0,0,0,591,246,202,72,136,103,3,28,104,123,47,102,54,1340,56,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,355,2,False,False,0,0
False,Gugliotta,Tom,67,358,7,1,2,13,85,0,0,52,51,67,1106,68,41,76,41,76,27,46,71,33,46,62,60,52,40,57,73,59,20,45,68,13,36,4,0,0,,0,6,0,0,9,19691219,115,6,1,6,1992,Was,0,0,0,2,5,0,,,True,False,False,False,,TOGUGLI,False,False,0,0,0,0,1100,0,0,1,1,0,0,0,0,False,0,0,0,0,0,241,99,26,8,43,33,17,56,68,104,41,135,57,966,47,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,358,4,False,False,0,0
False,Kukoc,Toni,167,359,7,2,1,12,526,1,1,21,24,65,1081,68,70,72,10,64,18,22,61,80,51,48,67,58,40,69,62,50,25,46,57,45,43,5,1,0,,1,8,15,15,7,19680918,492,29,2,29,1990,Chi,0,0,0,2,6,0,,,True,False,False,False,,TOKUKOC,False,False,0,0,0,0,1100,0,0,1,1,15,0,0,0,False,0,0,0,0,0,256,105,116,42,61,44,13,31,160,70,39,129,64,1099,53,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,359,3,False,False,0,15
False,Massenburg,Tony,68,360,34,0,1,13,67,0,0,52,52,62,1033,57,0,76,50,46,45,61,75,9,52,50,55,59,60,34,74,65,12,32,60,0,37,4,1,0,,1,10,50,50,11,19670713,116,43,2,43,1990,SA,0,0,0,2,7,0,,,True,False,False,False,,TOMASSE,False,False,0,0,0,0,1100,0,0,1,1,50,0,0,0,False,0,0,0,0,0,182,74,0,0,63,48,20,54,14,122,18,109,40,699,61,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2,1,0,4,0,2,0,7,0,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,360,2,False,False,0,50
False,Best,Travis,-1,361,6,4,4,9,46,1,1,41,41,66,1092,60,57,88,0,80,9,9,30,47,67,77,80,83,50,75,48,68,23,48,43,19,49,6,1,0,,1,1,17,17,10,19720712,118,23,1,23,1995,Ind,0,0,0,1,5,0,,,True,False,False,False,,TRBEST_,False,False,0,0,0,0,1000,0,0,1,1,17,0,0,0,False,0,0,0,0,0,452,190,85,26,122,108,9,19,143,148,66,88,67,1461,76,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,9,1,9,8,0,2,9,9,1,4,3,82,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,361,2,False,False,0,17
False,Baker,Vin,69,369,42,1,1,12,254,0,0,26,26,57,949,59,0,73,58,17,30,67,56,23,32,50,55,52,40,49,71,55,12,18,73,0,33,9,1,0,,1,10,9,9,14,19711123,429,8,1,8,1993,Mil,0,0,0,2,7,0,,,True,False,False,False,,VIBAKER,False,False,0,0,0,0,3881,0,0,7,1,9,0,0,0,False,0,0,0,0,0,42,13,1,0,17,9,4,17,10,38,2,22,17,204,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,369,4,False,False,0,9
False,Potapenko,Vitaly,70,371,9,0,1,9,386,0,0,54,54,61,1015,55,0,87,49,38,14,70,72,12,65,47,47,42,44,28,93,87,12,24,68,0,37,4,1,0,,1,10,26,26,9,19750321,119,12,1,12,1996,Cle,0,0,0,2,4,0,,,True,False,False,False,,VIPOTAP,False,False,0,0,0,0,1000,0,0,1,1,26,0,0,0,False,0,0,0,0,0,87,45,1,0,31,27,3,30,9,53,7,48,12,335,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,3,0,8,0,4,0,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,0,0,371,15,False,False,0,26
False,Divac,Vlade,-1,372,12,0,1,16,630,0,0,162,159,70,1147,71,16,65,48,45,54,48,72,86,66,68,52,53,30,58,73,75,15,18,75,1,35,9,1,0,,1,9,50,50,12,19680203,487,26,1,26,1989,LAL,0,0,0,3,8,0,,,True,False,False,False,,VLDIVAC,False,False,0,0,0,0,4900,0,490,2,2,50,0,0,0,False,0,0,0,0,0,31,13,0,0,12,8,1,18,19,25,4,14,14,130,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,372,3,False,False,0,50
False,Lenard,Voshon,-1,373,1,3,3,10,74,0,0,162,159,65,1069,80,85,85,25,50,9,17,36,34,77,64,65,68,35,67,56,80,25,32,41,33,35,2,0,0,,0,4,6,6,3,19730514,20,46,2,46,1994,Mil,0,0,0,1,5,0,,,True,False,False,False,,VOLENAR,False,False,0,0,0,0,3275,0,0,1,1,6,0,0,0,False,0,0,8,0,0,26,10,12,4,8,5,0,0,6,2,1,6,2,54,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,373,2,False,True,8,6
False,McCarty,Walter,71,374,0,2,1,9,59,0,0,49,49,66,1090,81,80,51,57,49,25,25,63,19,54,57,68,61,58,51,61,90,25,36,49,55,33,5,1,0,,1,8,22,22,11,19740201,120,19,1,19,1996,NY,0,0,0,2,5,0,,,True,False,False,False,,WAMCCAR,False,False,0,0,0,0,1000,0,0,1,1,22,0,0,0,False,0,0,0,0,0,235,95,155,55,29,15,15,29,37,144,25,109,36,906,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,2,2,0,2,0,3,13,2,6,1,55,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,0,0,374,3,False,False,0,22
False,Person,Wesley,-1,376,10,3,2,11,7,0,0,52,52,67,1102,81,84,79,40,51,9,2,63,28,75,60,68,71,40,67,50,90,25,36,45,43,41,5,1,0,,1,5,50,50,9,19710328,121,23,1,23,1994,Pho,0,0,0,1,6,0,,,True,False,False,False,,WEPERSO,False,False,0,0,0,0,1600,0,0,1,1,50,0,0,0,False,0,0,0,0,0,226,107,89,41,13,9,4,3,39,30,19,80,17,667,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8,3,0,0,0,1,1,0,1,0,1,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,376,3,False,False,0,50
False,Ilgauskas,Zydrunas,163,382,11,0,0,9,552,0,1,52,51,78,1264,75,15,79,63,36,82,79,83,18,86,81,46,59,56,30,70,60,15,74,81,1,60,9,1,0,,1,9,4,4,0,19750605,8,20,1,20,1996,Cle,0,0,0,2,4,0,,,True,False,False,False,,ZYILGAU,False,False,0,0,0,0,11000,0,0,5,5,4,0,0,0,False,0,0,128,0,0,979,458,7,2,503,402,165,299,100,313,53,373,191,2615,78,78,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,382,4,False,True,192,4
False,Brunson,Rick,-1,394,9,3,4,7,128,1,0,158,158,62,1031,63,64,77,5,76,5,8,44,89,41,59,64,60,40,72,47,45,25,58,45,29,47,6,0,0,,0,5,50,50,13,19720614,134,-1,-1,-1,1996,--,0,0,0,1,5,0,,,True,False,False,False,,RIBRUNS,False,False,0,0,0,0,932,0,0,1,1,50,0,0,0,False,0,0,0,0,0,442,166,130,48,74,57,7,23,410,106,82,164,125,1945,80,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,0,394,3,False,False,0,50
False,Funderburke,Lawrence,-1,405,51,1,1,7,91,1,0,0,0,59,991,59,0,22,58,8,77,60,78,17,62,59,54,58,50,42,63,47,12,20,75,0,35,9,1,0,,1,10,50,50,0,19701215,99,51,2,51,1994,Sac,0,0,0,13,7,0,,,True,False,False,False,,LAFUNDE,False,False,0,0,0,0,0,0,0,0,0,50,0,0,0,False,0,0,0,0,0,6,3,0,0,5,3,0,1,0,2,0,2,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,1,8,0,3,0,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,405,3,False,False,0,50
False,Brezec,Primoz,-1,410,7,0,1,5,587,0,0,51,51,65,1080,66,0,74,62,25,37,74,70,18,78,40,51,54,40,40,69,80,12,69,59,0,46,4,1,0,,1,9,2,2,0,19791002,347,27,1,27,2000,Ind,0,0,0,8,4,0,,,True,False,False,False,,PRBREZE,False,False,0,0,0,0,2500,0,250,4,3,2,0,0,0,False,0,0,0,0,0,756,387,0,0,220,164,55,226,86,183,33,305,106,2276,72,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,0,410,4,False,False,0,2
False,Cato,Kelvin,-1,414,13,0,1,8,55,0,0,52,51,69,1140,27,0,78,69,65,86,53,86,12,52,60,52,60,75,15,85,73,12,55,51,0,31,4,1,0,,1,10,20,20,0,19740826,104,15,1,15,1997,Dal,0,0,0,11,4,0,,,True,False,False,False,,KECATO_,False,False,0,0,0,0,8640,0,0,6,1,20,0,0,0,False,0,0,0,0,0,297,160,0,0,143,112,82,102,40,170,55,314,64,1525,62,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,414,3,False,False,0,20
False,McGrady,Tracy,159,416,1,2,3,8,560,0,2,137,136,93,1501,86,80,85,93,81,25,16,68,80,91,82,85,85,90,85,50,70,25,86,80,32,83,7,2,2,,4,5,9,9,2,19790524,123,9,1,9,1997,Tor,0,0,0,20,4,0,,,True,False,False,False,,TRMCGRA,False,False,0,0,0,0,15694,0,1208,7,2,9,0,0,0,False,0,0,18,0,0,1660,715,435,142,557,431,52,71,448,167,135,413,201,3182,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,78,46,17,51,42,10,12,47,20,11,40,26,301,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2,0,0,416,3,False,True,95,9
False,Jaric,Marko,-1,418,20,3,4,5,630,0,1,166,167,71,1167,67,69,71,12,83,16,9,44,85,66,38,72,78,48,71,60,80,25,67,56,33,45,4,1,0,,1,7,11,11,6,19781210,493,30,2,30,2000,LAC,0,0,0,5,4,0,,,True,False,False,False,,MAJARIC,False,False,0,0,0,0,2100,0,0,4,1,11,0,0,0,False,0,0,0,0,0,457,189,151,56,82,59,17,20,303,107,84,141,98,1656,50,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,0,418,15,False,False,0,11
False,Miller,Anthony,-1,430,2,1,1,8,73,0,0,0,0,55,930,47,18,57,58,27,18,68,78,19,32,53,42,44,25,29,77,70,15,35,61,1,35,4,1,0,,1,10,50,50,11,19711027,125,39,2,39,1994,GS,0,0,0,6,7,0,,,True,False,False,False,,ANMILLE,False,False,0,0,0,0,932,0,0,1,1,50,0,0,0,False,0,0,0,0,0,3,2,0,0,0,0,0,0,1,2,1,1,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,0,0,430,4,False,False,0,50
False,Pollard,Scot,-1,435,62,1,0,8,56,0,0,49,49,62,1033,42,0,67,62,62,43,73,71,9,41,75,48,41,50,20,79,58,12,40,72,0,27,9,1,0,,1,10,10,10,9,19750212,129,19,1,19,1997,Det,0,0,0,11,5,0,,,True,False,False,False,,SCPOLLA,False,False,0,0,0,0,6275,0,0,6,1,10,0,0,0,False,0,0,0,0,0,167,79,0,0,49,33,24,85,18,123,30,120,31,865,49,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,2,1,0,4,1,9,1,7,4,67,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,435,2,False,False,0,10
False,Pope,Mark,-1,436,41,1,0,7,59,0,0,0,0,56,938,49,41,58,58,48,41,38,66,20,40,53,58,49,40,36,64,61,20,7,48,1,35,4,1,0,,1,6,50,50,13,19720911,130,52,2,52,1996,Ind,0,0,0,1,5,0,,,True,False,False,False,,MAPOPE_,False,False,0,0,0,0,870,0,0,1,1,50,0,0,0,False,0,0,0,0,0,6,2,0,0,0,0,2,5,1,5,1,3,1,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2,0,0,436,4,False,False,0,50
False,Rose,Malik,-1,440,13,1,0,9,234,0,0,52,51,66,1094,59,10,73,65,56,16,70,72,19,68,74,50,55,50,30,81,65,15,49,60,1,46,4,1,0,,1,6,19,19,6,19741123,385,44,2,44,1996,Cha,0,0,0,5,4,0,,,True,False,False,False,,MAROSE_,False,False,0,0,0,0,6009,0,546,7,2,19,0,0,0,False,0,0,0,0,0,441,198,10,1,186,137,16,129,59,208,46,212,102,1475,76,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,0,0,440,3,False,False,0,19
False,Zhizhi,Wang,-1,441,15,0,1,5,520,1,0,42,41,58,970,70,28,72,58,35,40,52,66,11,56,52,56,34,35,33,86,60,18,12,45,8,35,4,0,0,,0,9,14,14,13,19770708,482,36,2,36,1999,Dal,0,0,0,2,4,0,,,True,False,False,False,,WAZHIZH,False,False,0,0,0,0,807,0,0,1,1,14,0,0,0,False,0,0,0,0,0,36,17,3,2,12,7,2,6,5,9,3,12,5,92,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0,441,15,False,False,0,14
False,Stewart,Michael,73,443,44,1,1,8,16,0,0,52,51,51,867,22,0,12,42,14,82,62,73,11,27,59,59,55,41,15,61,88,12,23,48,0,35,4,2,0,,2,10,0,0,12,19750424,135,-1,-1,-1,1997,--,0,0,0,2,7,0,,,True,False,False,False,,MISTEWA,False,False,0,0,0,0,995,0,0,1,1,0,0,0,0,False,0,0,0,0,0,21,11,0,0,7,3,5,21,5,32,6,19,6,145,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,0,0,443,3,False,False,0,0
