DELETED,NAME,FNAME,NICKNAMEID,PLAYERID,NUMBER,POSITION,POSITION2,YEARSEXP,SCHOOLNUM,HAND,SHOELIMIT,ORIGHSHOE,ORIGASHOE,OVERALLRTG,PLAYRVALUE,FGPBASE,THREEPTBAS,FTPBASE,DNKABILITY,STLABILITY,BLKABILITY,OREABILITY,DREABILITY,BALABILITY,OFFABILITY,DEFABILITY,SPEED,QUICK,JUMP,DRIBBLE,DSTRENGTH,DHARDY,DSHOOTRANG,FATIGUE,INSIDESC,THREEPTATT,PRIMACY,SCOREAREA,FACIALCTRL,FTRITUAL,AUDIONICK,CELEBPACK,THREEPTSTY,ORIGTEAM,TEAM,ROSTERPOS,BIRTHDATE,BTOWNID,DPLACE,DROUND,DOVERALL,DRAFTYEAR,DRAFTEDBY,SCRATCH1,SCRATCH2,SCRATCH3,DUNKPACK,DESTINY,INJURYID,INJURYDATE,RECOVRDATE,ISPLAYABLE,ISCREATED,ISGENERATE,ISHISTORIC,TRADEABLE,PLAYERPKG,INSEASON,INPLAYOFF,ROOKIEPKG,ROOKVALUE,ROOKIERANK,CASHYR_EXP,CASH_YEAR,CASH_TOTAL,CASH_RAISE,YEARS_LONG,YEARS_LEFT,CASH_TEAM,PREF_LEN,MIN_TARGET,LOWBALLED,ISMINIMUM,WEEKLYMVP,MONTHLYMVP,SUPERSTAR,OFFVALUE,DEFVALUE,SFGATT,SFGMAD,STHREEATT,STHREEMAD,SFTATT,SFTMAD,SBLOCKS,SOFFREB,SASSISTS,SPERFOUL,SSTEALS,SDEFREB,STURNOVER,SMINUTES,SGAMES,SGSTART,SEJECT,CSFGATT,CSFGMAD,CSTHREEATT,CSTHREEMAD,CSFTATT,CSFTMAD,CSBLOCKS,CSOFFREB,CSASSISTS,CSPERFOUL,CSSTEALS,CSDEFREB,CSTURNOVER,CSMINUTES,CSGAMES,CSGSTART,CSEJECT,PFGATT,PFGMAD,PTHREEATT,PTHREEMAD,PFTATT,PFTMAD,PBLOCKS,POFFREB,PASSISTS,PPERFOUL,PSTEALS,PDEFREB,PTURNOVER,PMINUTES,PGAMES,PGSTART,PEJECT,CPFGATT,CPFGMAD,CPTHREEAT,CPTHREEMAD,CPFTATT,CPFTMAD,CPBLOCKS,CPOFFREB,CPASSISTS,CPPERFOUL,CPSTEALS,CPDEFREB,CPTURNOVER,CPMINUTES,CPGAMES,CPGSTART,CPEJECT,LEARNING,WORKETHC,BIRDRIGHTS,CASHRESIGN,SPEECHID,SPECMAP,ISEDITED,ISORIGSS,VALIDSSTAR,DFLTTEAM,CLUTCH,SSTAR_HF,SSTAR_PM,SSTAR_PW,SSTAR_SCO,SSTAR_SCI,SSTAR_SH,SSTAR_STO,SSTAR_STI,SS_HF_ANI,SS_PM_ANI,SS_PW_ANI,SS_SCO_ANI,SS_SCI_ANI,SS_SH_ANI,SS_STO_ANI,SS_STI_ANI,CHEMTYPE,CHEMWANT,CHEMHAVE,CHEMHAPPY
False,Harrington,Al,-1,452,3,1,2,8,593,0,1,59,58,80,1297,75,43,67,72,60,27,44,65,57,80,65,66,67,85,60,74,58,20,80,80,8,75,9,0,6,,0,6,0,50,1,19800217,288,25,1,25,1998,Ind,0,0,0,8,3,0,,,True,False,False,False,,ALHARRI,False,False,0,0,0,0,6875,0,0,4,1,50,0,0,0,False,0,0,0,0,0,1220,551,191,66,350,243,14,132,238,301,85,391,195,2773,76,76,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2,0,0,452,14,False,False,0,0,39,-11,-34,-15,-31,3,-28,-16,-30,0,0,0,0,0,0,0,0,8,0,0,0
False,Gasol,Pau,-1,453,16,1,0,5,591,0,1,21,22,85,1375,80,12,72,71,36,82,67,80,55,87,80,70,62,60,58,63,90,15,73,87,0,66,9,1,6,,1,9,13,13,1,19800706,484,3,1,3,2001,Atl,0,0,0,2,3,0,,,True,False,False,False,,PAGASOL,False,False,0,0,0,0,12338,0,1371,7,5,13,0,0,0,False,0,0,0,0,0,1194,600,12,3,617,425,153,191,371,184,46,522,235,3128,80,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,29,1,0,30,23,5,4,12,11,2,23,11,155,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2,0,0,453,4,False,True,0,13,69,-15,-38,-16,-33,32,-59,-42,27,0,0,0,0,0,0,0,0,7,0,0,0
False,Jamison,Antawn,-1,454,4,1,2,8,84,0,2,233,226,80,1303,75,64,76,82,38,9,49,71,28,80,61,73,71,81,65,60,90,25,80,80,17,62,9,2,10,,2,6,29,29,1,19760612,205,4,1,4,1998,Tor,0,0,0,6,4,0,,,True,False,False,False,,ANJAMIS,False,False,0,0,0,0,15102,0,1258,6,2,29,0,0,0,False,0,0,0,0,0,1494,660,373,147,297,217,12,167,158,189,90,598,137,3256,82,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,42,32,10,27,21,2,9,18,23,6,34,11,253,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2,0,0,454,1,False,True,0,29,79,-2,-54,-25,-22,3,-12,-29,-37,0,0,0,0,0,0,0,0,3,0,0,0
False,Curry,Eddy,-1,456,34,0,1,5,602,0,1,48,46,74,1208,60,0,63,85,20,50,77,81,9,75,68,53,53,79,32,89,80,12,62,80,0,59,9,1,6,,1,10,19,19,0,19821205,447,4,1,4,2001,Chi,0,0,0,14,3,0,,,True,False,False,False,,EDCURRY,False,False,0,0,0,0,10000,0,0,6,5,19,0,0,0,False,0,0,0,0,0,597,336,0,0,486,307,56,145,19,239,28,287,179,1865,72,69,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2,0,0,456,4,False,True,0,3,39,-21,-77,29,-43,-12,-72,-53,-21,0,0,1,0,0,0,0,0,0,0,0,0
False,Wells,Bonzi,-1,457,42,3,2,8,8,0,0,62,58,75,1230,74,63,75,60,77,28,26,63,25,74,61,75,76,65,70,57,80,25,67,53,17,59,6,1,6,,1,5,24,50,3,19760920,146,11,1,11,1998,Det,0,0,0,3,4,0,,,True,False,False,False,,BOWELLS,False,False,0,0,0,0,8000,0,0,4,1,50,0,0,0,False,0,0,0,0,0,613,284,45,10,190,129,25,142,144,156,94,259,126,1687,52,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,53,8,5,43,28,2,25,8,25,5,47,18,248,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,0,457,4,False,False,0,24,79,-21,-30,-34,-7,-16,-11,-18,-41,0,0,0,0,0,0,0,0,4,0,0,0
False,Skinner,Brian,-1,459,54,1,0,8,9,0,0,108,101,67,1109,45,0,52,66,59,82,79,81,21,46,64,52,45,50,24,83,66,12,50,55,0,33,4,1,6,,1,10,24,15,13,19760519,142,22,1,22,1998,LAC,0,0,0,5,4,0,,,True,False,False,False,,BRSKINN,False,False,0,0,0,0,5400,0,450,4,2,15,0,0,0,False,0,0,0,0,0,160,82,0,0,56,27,43,76,30,119,25,152,45,948,65,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,0,0,459,3,False,False,0,24,39,-31,-80,-17,-63,-39,-74,-30,-14,0,0,0,0,0,0,0,0,6,0,0,0
False,Richardson,Jason,150,463,23,3,2,5,73,0,0,61,58,86,1394,80,75,67,94,80,18,36,57,50,89,72,82,86,97,85,65,53,25,80,53,27,71,5,2,6,,2,5,8,8,3,19810120,383,5,1,5,2001,GS,0,0,0,16,4,0,,,True,False,False,False,,JARICHA,False,False,0,0,0,0,10000,0,1111,6,5,8,0,0,0,False,0,0,4,0,0,1438,641,477,183,410,276,37,105,232,206,97,333,167,2873,75,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,0,0,463,3,False,True,6,8,75,66,-38,-33,35,-38,-11,-4,-44,0,0,0,0,0,0,0,0,3,0,0,0
False,Mobley,Cuttino,84,465,5,3,4,8,106,1,1,64,64,77,1250,80,80,83,65,56,19,14,40,37,77,65,83,83,75,71,62,72,25,76,42,37,55,6,1,1,,1,4,11,11,3,19750901,385,41,2,41,1998,Hou,0,0,0,6,4,0,,,True,False,False,False,,CUMOBLE,False,False,0,0,0,0,7700,0,700,5,4,11,0,0,0,False,0,0,0,0,0,1007,429,245,83,273,229,36,50,238,208,93,291,145,2971,79,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,61,30,11,29,26,3,10,24,28,8,47,23,471,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,465,3,False,True,0,11,39,-12,-23,-21,-7,-29,10,-16,-58,0,0,0,0,0,0,0,0,9,0,0,0
False,Battier,Shane,-1,466,31,2,3,5,31,0,2,233,226,75,1223,70,67,70,56,70,48,50,53,23,65,75,68,75,60,60,58,69,25,71,57,29,38,4,0,6,,0,7,13,9,2,19780909,384,6,1,6,2001,Mem,0,0,0,5,4,0,,,True,False,False,False,,SHBATTI,False,False,0,0,0,0,5393,0,490,6,5,9,0,0,0,False,0,0,0,0,0,621,303,165,65,208,147,114,164,136,223,92,265,90,2837,81,81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,7,2,6,2,2,7,2,16,4,16,8,129,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,0,0,466,4,False,False,0,13,59,-21,-42,-26,-17,-19,-13,3,-36,0,0,0,0,0,0,0,0,3,0,0,0
False,Nowitzki,Dirk,-1,468,41,1,2,8,541,0,1,44,44,91,1464,91,84,90,74,64,72,29,89,40,95,64,61,61,59,80,69,85,25,88,86,16,79,7,1,11,,1,8,5,5,1,19780619,483,9,1,9,1998,Mil,0,0,0,4,4,0,,,True,False,False,False,,DINOWIT,False,False,0,0,0,0,15102,0,1258,6,2,5,0,0,0,False,0,0,64,0,0,1564,751,271,110,598,539,83,115,226,164,58,613,156,3079,81,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,196,67,23,229,205,14,47,67,64,25,221,49,984,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,0,0,468,10,False,True,74,5,86,-19,-65,-10,40,61,36,-18,-9,0,0,0,0,0,0,0,0,3,0,0,0
False,Griffin,Eddie,-1,470,41,1,0,4,119,0,0,5,13,70,1145,59,69,60,70,27,88,68,89,16,60,42,51,49,68,43,50,35,25,50,65,39,43,4,2,6,,2,6,16,16,5,19820530,385,7,1,7,2001,NJ,0,0,0,5,3,0,,,True,False,False,False,,EDGRIFF,False,False,0,0,0,0,2700,0,200,3,2,16,0,0,0,False,0,0,0,0,0,370,130,82,16,74,44,148,107,40,125,13,282,43,1361,70,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2,0,0,470,3,False,False,0,16,39,-21,-65,-35,-38,-22,-27,-60,-44,0,0,0,0,0,0,0,0,4,0,0,0
False,White,Jahidi,-1,471,55,0,1,7,43,0,0,0,0,61,1025,59,0,35,47,8,85,96,75,4,56,52,35,29,50,28,98,60,12,50,65,0,35,4,2,6,,2,10,50,50,13,19760219,307,43,2,43,1998,Was,0,0,0,3,5,0,,,True,False,False,False,,JAWHITE,False,False,0,0,0,0,5885,0,0,5,1,50,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,471,2,False,False,0,50,39,-65,-95,-33,-58,-23,-91,-89,-30,0,0,0,0,0,0,0,0,6,0,0,0
False,James,Jerome,-1,472,31,0,0,6,243,0,0,21,22,57,957,42,0,62,64,30,67,52,65,9,57,49,34,30,50,18,80,55,12,50,65,0,32,4,1,6,,1,9,19,19,9,19751117,223,36,2,36,1998,Sac,0,0,0,3,4,0,,,True,False,False,False,,JEJAMES,False,False,0,0,0,0,5400,0,400,5,4,19,0,0,0,False,0,0,0,0,0,121,56,0,0,40,25,23,39,12,104,3,52,51,416,45,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,0,0,472,4,False,False,0,19,39,-55,-97,-25,-75,-30,-85,-75,-19,0,0,0,0,0,0,0,0,9,0,0,0
False,Williams,Jason,80,475,55,4,3,8,37,0,0,101,101,73,1196,72,75,86,29,50,3,7,28,84,81,60,85,85,60,88,39,69,25,75,42,50,46,6,1,6,,1,1,14,14,4,19751118,147,7,1,7,1998,Sac,0,0,0,2,4,0,,,True,False,False,False,,JAWILLI,False,False,0,0,0,0,8250,0,688,6,2,14,0,0,0,False,0,0,0,0,0,606,268,288,107,98,85,5,6,287,101,53,133,100,1872,59,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,75,95,26,45,38,0,3,90,42,15,43,36,686,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,0,0,475,4,False,True,0,14,59,-62,28,-64,-4,-35,-8,-24,-86,0,0,0,0,0,0,0,0,9,0,0,0
False,Hughes,Larry,-1,478,32,3,4,8,112,0,0,60,60,84,1362,74,61,75,76,97,10,25,68,65,87,85,80,82,81,83,41,60,25,79,59,19,77,6,1,6,,1,5,4,4,3,19790123,307,8,1,8,1998,Phi,0,0,0,7,4,0,,,True,False,False,False,,LAHUGHE,False,False,0,0,0,0,11172,0,828,5,4,4,0,0,0,False,0,0,16,0,0,469,192,76,28,193,146,21,26,131,117,53,135,99,1279,36,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,36,18,5,31,23,1,9,36,34,20,18,16,333,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,478,3,False,True,16,4,60,-5,-18,-33,-1,-16,-12,61,-62,0,0,0,0,0,0,0,0,2,0,0,0
False,Diop,DeSagana,-1,479,7,0,0,5,570,0,0,107,107,65,1074,34,0,54,67,42,80,70,74,23,60,67,52,55,50,27,88,34,12,64,48,0,29,4,1,6,,1,9,5,5,0,19820130,245,8,1,8,2001,Cle,0,0,0,5,3,0,,,True,False,False,False,,DEDIOP_,False,False,0,0,0,0,1998,0,148,3,2,5,0,0,0,False,0,0,0,0,0,154,75,2,1,72,39,146,145,23,253,44,229,36,1502,81,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,24,0,0,18,11,28,40,2,81,14,69,11,406,22,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,479,4,False,False,0,4,39,-42,-81,-36,-72,-39,-95,-38,-6,0,0,0,0,0,0,0,0,7,0,0,0
False,Harpring,Matt,78,480,15,2,3,8,46,0,0,6,6,73,1192,65,55,72,54,49,11,60,57,26,75,69,68,59,55,74,69,80,23,73,65,5,50,4,1,6,,1,7,28,28,6,19760531,143,15,1,15,1998,Orl,0,0,0,5,4,0,,,True,False,False,False,,MAHARPR,False,False,0,0,0,0,6250,0,0,4,4,28,0,0,0,False,0,0,0,0,0,678,322,39,14,313,227,14,158,98,202,59,210,109,1945,71,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,0,0,480,4,False,False,0,28,59,-24,-29,-25,-8,-13,-20,-19,-43,0,0,0,0,0,0,0,0,3,0,0,0
False,Bibby,Mike,-1,481,10,4,4,8,4,0,1,206,202,82,1334,83,84,85,33,73,14,19,43,85,88,60,87,83,64,84,51,75,25,83,58,29,71,6,1,3,,1,1,24,24,4,19780513,149,2,1,2,1998,Van,0,0,0,2,4,0,,,True,False,False,False,,MIBIBBY,False,False,0,0,0,0,12500,0,1000,7,3,24,0,0,0,False,0,0,2,0,0,1382,597,497,192,403,342,10,29,444,169,82,211,199,3156,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,32,26,9,30,27,0,6,31,17,9,17,18,254,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2,0,0,481,1,False,True,2,24,99,-55,35,-50,37,-36,26,-20,-69,0,0,0,0,0,0,0,0,3,0,0,0
False,Doleac,Michael,-1,483,51,0,1,8,142,0,2,233,225,60,997,60,0,80,53,35,28,50,75,19,57,55,52,42,25,45,78,68,12,50,57,0,35,4,0,6,,0,10,14,14,10,19770615,26,12,1,12,1998,Orl,0,0,0,3,4,0,,,True,False,False,False,,MIDOLEA,False,False,0,0,0,0,2880,0,240,4,2,14,0,0,0,False,0,0,0,0,0,88,37,0,0,30,24,7,23,8,45,10,62,14,368,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,2,2,0,6,0,12,1,16,3,73,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,483,2,False,False,0,14,79,-66,-74,-17,-46,-25,-93,-60,-44,0,0,0,0,0,0,0,0,8,0,0,0
False,Olowokandi,Michael,77,484,41,0,0,8,328,0,0,7,14,69,1130,57,0,63,68,22,73,70,80,11,60,65,59,57,60,28,79,76,12,50,65,0,37,4,1,6,,1,9,16,50,10,19750403,204,1,1,1,1998,LAC,0,0,0,6,4,0,,,True,False,False,False,,MIOLOWO,False,False,0,0,0,0,5950,0,0,3,1,50,0,0,0,False,0,0,0,0,0,240,107,0,0,47,24,33,50,23,122,22,170,55,919,48,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,484,4,False,False,0,16,55,-30,-87,-7,-57,-22,-75,-51,-8,0,0,0,0,0,0,0,0,0,0,0,0
False,Mohammed,Nazr,-1,487,2,0,1,8,59,0,2,233,233,67,1106,52,0,67,58,54,72,84,79,8,72,45,45,50,40,24,73,60,12,64,72,0,44,9,1,6,,1,10,25,7,0,19770905,320,29,1,29,1998,Utah,0,0,0,5,4,0,,,True,False,False,False,,NAMOHAM,False,False,0,0,0,0,5200,0,0,5,5,7,0,0,0,False,0,0,0,0,0,377,190,0,0,144,113,49,163,40,220,21,255,91,1377,80,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,1,1,18,13,6,15,1,17,3,16,8,92,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,0,0,487,4,False,False,0,25,59,-58,-85,-20,-55,-16,-75,-48,-22,0,0,0,0,0,0,0,0,2,0,0,0
False,Garrity,Pat,-1,488,8,0,1,8,89,0,0,5,14,63,1052,87,75,81,55,35,14,16,56,14,64,51,61,60,40,58,67,60,25,50,56,48,38,5,0,6,,0,8,20,20,0,19760823,136,19,1,19,1998,Mil,0,0,0,3,4,0,,,True,False,False,False,,PAGARRI,False,False,0,0,0,0,3525,0,0,6,1,20,0,0,0,False,0,0,0,0,0,242,101,129,50,37,30,9,31,38,108,12,77,38,945,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,0,0,488,4,False,False,0,20,39,-50,-65,-24,-35,-25,-8,-50,-46,0,0,0,0,0,0,0,0,2,0,0,0
False,Pierce,Paul,79,489,34,2,3,8,56,0,1,49,46,89,1436,80,83,80,80,80,19,21,64,57,94,69,81,78,72,85,68,90,25,79,80,24,80,7,0,6,,0,6,1,1,2,19771013,444,10,1,10,1998,Bos,0,0,0,7,4,0,,,True,False,False,False,,PAPIERC,False,False,0,0,0,0,15102,0,1259,6,1,1,0,0,0,False,0,0,2,0,0,1462,689,314,111,812,627,34,77,375,223,107,453,273,3071,79,79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,489,4,False,True,2,1,65,-10,-31,-16,43,32,10,-8,-36,0,0,0,0,0,0,0,0,9,0,0,0
False,LaFrentz,Raef,-1,491,9,1,0,8,56,1,1,7,13,73,1190,70,70,81,53,33,72,56,81,21,76,51,57,50,45,53,68,47,25,64,64,33,42,5,0,6,,0,8,6,23,8,19760529,148,3,1,3,1998,Den,0,0,0,6,4,0,,,True,False,False,False,,RALAFRE,False,False,0,0,0,0,10905,0,908,7,3,23,0,0,0,False,0,0,0,0,0,552,238,286,112,75,51,72,80,115,273,29,326,65,2022,82,63,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,491,3,False,False,0,1,59,-37,-48,-30,-19,-11,-15,-50,-18,0,0,0,0,0,0,0,0,5,0,0,0
False,Lewis,Rashard,-1,492,7,2,3,8,502,0,1,49,58,83,1341,80,83,81,83,54,47,33,56,18,80,55,74,82,84,80,54,70,25,80,80,38,56,7,2,6,,2,8,26,26,2,19790808,151,32,2,32,1998,Sea,0,0,0,9,3,0,,,True,False,False,False,,RALEWIS,False,False,0,0,0,0,9351,0,779,7,3,26,0,0,0,False,0,0,0,0,0,1151,538,370,142,428,350,50,111,182,191,102,279,141,2872,78,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2,0,0,492,3,False,True,0,26,39,-1,-85,-25,12,11,12,-24,-33,0,0,0,0,0,0,0,0,2,0,0,0
False,Nesterovic,Rasho,-1,493,12,0,0,8,587,0,0,60,58,65,1072,54,0,60,58,30,70,71,72,18,43,34,58,60,50,28,68,80,12,70,67,0,29,4,0,6,,0,9,25,27,0,19760530,164,17,1,17,1998,Min,0,0,0,6,4,0,,,True,False,False,False,,RANESTE,False,False,0,0,0,0,7280,0,560,6,3,27,0,0,0,False,0,0,0,0,0,334,172,2,0,30,18,88,114,33,209,21,195,53,1476,80,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,1,1,2,2,5,7,1,17,2,23,2,118,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2,0,0,493,4,False,False,0,25,39,-43,-94,-21,-70,-30,-78,-65,-21,0,0,0,0,0,0,0,0,0,0,0,0
False,Davis,Ricky,-1,494,31,2,3,8,54,0,0,104,101,76,1239,75,61,81,87,59,16,19,35,43,78,60,80,72,88,71,45,70,25,73,61,17,60,4,2,6,,2,7,1,16,2,19790923,136,21,1,21,1998,Cha,0,0,0,12,4,0,,,True,False,False,False,,RIDAVIS,False,False,0,0,0,0,6363,0,454,6,2,16,0,0,0,False,0,0,0,0,0,1304,584,242,73,345,275,17,65,394,190,91,286,213,3204,78,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,0,0,494,11,False,True,0,1,80,37,-21,-31,-6,-13,-15,-13,-56,0,0,0,0,0,0,0,0,9,0,0,0
False,Patterson,Ruben,-1,497,22,2,2,8,20,0,0,104,101,69,1137,58,14,59,79,84,16,51,39,33,78,76,67,67,73,61,64,59,15,62,49,4,52,2,1,6,,1,6,23,6,7,19750731,25,31,2,31,1998,LAL,0,0,0,7,4,0,,,True,False,False,False,,RUPATTE,False,False,0,0,0,0,7828,0,454,6,1,6,0,0,0,False,0,0,0,0,0,635,327,13,1,338,203,21,118,127,150,76,126,150,1797,71,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,0,5,2,0,5,3,6,1,1,3,57,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,497,2,False,False,0,23,39,-6,-30,-17,-16,-22,-45,-10,-70,0,0,0,0,0,0,0,0,4,0,0,0
False,Johnson,Joe,-1,498,2,3,4,5,6,0,1,59,58,85,1374,82,83,80,77,80,10,29,49,80,80,71,75,70,69,81,69,75,25,85,52,31,65,5,1,6,,1,5,0,0,3,19810629,191,10,1,10,2001,Bos,0,0,0,7,3,0,,,True,False,False,False,,JOJOHNS,False,False,0,0,0,0,13960,0,0,5,4,0,0,0,0,False,0,0,0,0,0,1395,632,360,128,330,261,31,98,536,187,103,237,267,3343,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2,0,0,498,4,False,True,0,22,39,-8,5,-10,17,-40,14,-6,-54,0,0,0,0,0,0,0,0,3,0,0,0
False,Brown,Kedrick,-1,500,5,2,3,4,571,0,0,0,0,67,1114,52,72,63,80,58,13,35,57,32,58,41,64,67,75,68,61,57,25,50,51,38,35,5,1,6,,1,5,50,50,13,19810318,386,11,1,11,2001,Bos,0,0,0,7,3,0,,,True,False,False,False,,KEBROWN,False,False,0,0,0,0,2332,0,0,4,1,50,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,500,2,False,False,0,50,39,-10,-37,-29,-24,-32,-22,-24,-56,0,0,0,0,0,0,0,0,1,0,0,0
False,Brand,Elton,-1,508,42,1,0,7,31,0,1,47,47,90,1452,82,0,77,85,36,85,74,87,63,88,85,61,60,74,61,85,80,12,81,88,0,64,9,1,6,,1,6,11,11,1,19790311,187,1,1,1,1999,Chi,0,0,0,14,4,0,,,True,False,False,False,,ELBRAND,False,False,0,0,0,0,14248,0,1096,6,3,11,0,0,0,False,0,0,192,0,0,1435,756,3,1,568,440,201,236,208,227,81,554,173,3089,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,124,1,0,76,57,31,51,48,34,11,72,29,516,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2,0,0,508,4,False,True,192,11,89,-14,-28,22,-28,38,-64,-43,48,0,0,0,0,0,0,0,0,3,0,0,0
