	NAME	FNAME	POSITION	POSITION2	HAND	OVERALLRTG	FGPBASE	THREEPTBAS	FTPBASE	DNKABILITY	STLABILITY	BLKABILITY	OREABILITY	DREABILITY	BALABILITY	OFFABILITY	DEFABILITY	SPEED	QUICK	JUMP	DRIBBLE	DSTRENGTH	DHARDY	DSHOOTRANG	FATIGUE	INSIDESC	THREEPTATT	PRIMACY	SFGATT	SFGMAD	STHREEATT	STHREEMAD	SFTATT	SFTMAD	SBLOCKS	SOFFREB	SASSISTS	SPERFOUL	SSTEALS	SDEFREB	STURNOVER	SMINUTES	SGAMES	SGSTART	CHEMTYPE	year
135	Wilcox	Chris	1	1	0	55	52	0	70	78	40	23	72	71	18	75	68	56	57	79	21	56	62	12	49	65	0	21	436	227	1	0	150	105	20	125	51	183	29	180	80	1340	65	17		05
136	Ely	Melvin	1	2	0	50	55	0	60	60	32	54	73	55	21	59	45	55	56	50	24	79	75	12	30	57	0	30	153	66	1	0	42	25	17	48	22	68	9	53	20	510	42	2		05
137	Fisher	Derek	4	4	1	62	87	63	80	10	87	4	14	36	52	62	68	79	70	50	74	62	91	25	54	45	31	37	576	203	179	52	153	122	4	30	187	115	103	122	79	1770	82	3		05
138	Payton	Gary	4	4	0	70	77	60	71	10	62	11	21	50	82	75	85	80	79	55	79	41	92	25	77	62	16	48	1024	482	165	55	252	180	19	72	449	169	96	270	151	2825	82	82		05
139	Fox	Rick	2	2	0	50	59	47	73	10	62	7	28	46	54	53	78	62	60	35	63	62	73	20	47	50	15	24	186	73	61	15	30	22	4	29	98	99	29	73	48	846	38	34		05
140	Walker	Samaki	1	1	0	51	56	0	66	58	40	43	75	78	7	48	41	55	50	50	34	78	76	12	29	72	2	26	99	38	2	0	44	29	11	42	6	54	9	70	15	418	33	0		05
141	Murray	Tracy	2	2	0	48	75	75	62	35	43	27	31	39	20	78	42	62	55	50	52	44	88	25	17	50	41	35	12	3	5	2	1	0	0	3	1	3	1	2	2	35	7	0		05
142	O'Neal	Shaquille	0	0	0	92	99	0	49	99	26	88	75	89	39	83	95	60	63	89	39	99	80	12	78	99	0	95	948	554	0	0	676	331	166	246	196	225	34	523	195	2464	67	67		05
143	George	Devean	2	2	0	66	69	65	76	70	65	32	36	67	28	59	39	69	69	68	65	71	80	25	65	62	32	32	571	233	186	65	96	73	38	87	112	189	81	245	88	1951	82	48		05
144	Madsen	Mark	1	2	0	51	50	0	51	58	48	23	77	59	14	50	59	58	59	45	33	72	85	12	55	73	2	20	204	101	6	0	118	57	18	134	28	175	33	138	47	1246	72	12		05
145	Medvedenko	Slava	1	1	0	55	57	0	77	58	48	40	76	71	20	75	55	51	43	40	43	73	57	12	51	68	0	25	537	237	3	0	116	89	18	148	57	191	38	195	59	1442	68	38		05
146	Malone	Karl	1	1	0	69	80	12	75	55	67	23	36	91	59	77	80	60	60	40	45	78	98	15	66	72	0	33	400	193	1	0	225	168	20	61	163	116	50	306	103	1373	42	42		05
147	Rush	Kareem	3	3	1	57	69	70	60	60	55	25	16	40	30	70	40	73	69	55	75	62	75	25	60	44	31	21	432	190	138	48	52	31	20	20	59	109	33	77	48	1244	72	15		05
148	Pargo	Jannero	4	4	0	55	74	74	85	10	50	10	14	32	73	76	60	80	77	35	60	29	75	25	33	33	31	60	199	81	62	22	27	23	6	8	70	50	13	29	47	479	31	1		05
149	Bryant	Kobe	3	3	0	94	75	75	85	95	81	18	34	56	66	85	80	87	87	95	88	62	88	25	79	62	18	99	1178	516	217	71	533	454	28	103	330	176	112	256	171	2447	65	64		05
150	Cook	Brian	1	2	0	54	49	0	75	42	67	59	57	76	25	67	43	59	59	50	55	67	70	12	29	62	1	15	141	67	5	0	28	21	16	31	20	64	16	70	17	441	35	2		05
151	Knight	Brevin	4	4	0	52	43	22	75	0	97	2	11	50	88	48	64	84	76	40	72	44	55	18	55	42	3	21	246	105	8	2	65	49	1	14	204	107	84	98	72	1037	56	13		05
152	Wright	Lorenzen	0	0	0	65	61	0	73	75	50	56	70	81	21	70	61	64	62	50	35	66	70	12	58	73	0	47	586	257	5	0	131	96	58	144	71	192	45	301	77	1674	65	46		05
153	Person	Wesley	3	2	0	56	81	83	79	40	34	14	13	52	31	62	60	68	71	40	67	50	90	25	43	45	43	40	314	126	138	55	39	31	9	16	66	38	19	101	38	1038	58	0		05
154	Williams	Jason	4	3	0	71	70	78	84	29	80	4	10	31	92	70	41	88	85	60	94	52	75	25	66	42	51	62	713	290	364	120	98	82	5	25	492	97	92	122	136	2114	72	68		05
155	Swift	Stromile	1	0	0	70	53	7	73	92	67	86	72	75	13	78	47	58	58	73	47	65	68	13	60	70	0	40	571	268	4	1	262	190	118	141	38	188	56	237	88	1528	77	10		05
156	Miller	Mike	3	2	0	68	80	75	72	50	61	13	20	52	64	78	55	76	60	60	65	58	80	25	61	64	34	49	616	270	215	80	141	102	14	42	232	162	59	174	107	1769	65	65		05
157	Gasol	Pau	1	0	0	82	73	27	71	71	34	86	69	77	39	82	55	70	68	60	58	67	90	18	79	84	1	80	1049	506	15	4	511	365	132	206	198	185	44	394	187	2458	78	78		05
158	Battier	Shane	3	2	0	66	70	68	73	56	84	49	42	55	25	66	70	68	65	60	60	59	62	25	59	57	34	38	543	242	186	65	164	120	58	102	101	187	101	201	56	1946	79	1		05
159	Watson	Earl	4	4	0	56	61	52	65	0	85	18	24	41	94	53	50	74	75	44	63	52	74	23	52	34	22	30	464	172	106	26	138	90	19	49	402	175	91	129	146	1670	81	14		05
160	Trybanski	Cezary	0	0	0	46	48	2	30	58	45	69	70	59	34	50	57	50	52	55	33	61	50	13	5	62	0	35	4	0	0	0	2	1	1	0	0	3	1	1	2	15	7	0		05
161	Humphrey	Ryan	1	2	0	43	34	0	59	68	37	65	62	74	13	40	53	53	56	65	25	68	43	12	10	50	1	15	4	1	1	0	0	0	0	2	1	3	1	1	2	11	2	0		05
162	Archibald	Robert	1	1	0	40	42	2	38	62	43	48	60	68	10	47	62	48	41	50	18	61	58	13	13	52	0	35	33	9	0	0	31	14	3	21	13	50	14	31	10	256	32	3		05
163	Mourning	Alonzo	0	0	0	79	79	18	70	79	35	87	70	87	30	78	78	60	61	50	37	84	55	15	72	87	0	78	8654	4538	88	22	5113	3612	1889	1846	892	2276	376	4291	1919	22010	634	606		05
164	Grant	Brian	1	0	0	62	65	0	78	69	40	25	62	75	24	56	78	65	61	55	42	77	75	12	68	75	1	27	613	289	1	0	110	86	35	174	69	254	51	350	82	2303	76	76		05
165	Jones	Eddie	3	3	0	70	75	81	83	80	56	18	10	48	42	77	74	73	75	65	66	50	50	25	81	55	41	58	1156	473	479	177	333	278	34	38	258	226	92	270	129	2998	81	81		05
166	Best	Travis	4	4	1	56	60	60	85	0	45	5	11	35	69	64	77	80	83	50	75	28	68	25	58	43	11	53	172	64	20	3	46	40	4	17	112	66	31	51	33	762	61	1		05
167	Marks	Sean	1	0	0	37	55	0	18	58	42	43	29	64	7	46	42	52	50	50	29	73	70	12	30	48	1	25	59	22	1	0	15	10	6	8	3	37	5	27	14	223	23	0		05
168	Stepania	Vladimir	0	1	0	52	65	0	61	58	45	54	78	78	25	46	39	55	60	40	53	71	68	12	27	61	0	15	103	43	0	0	36	22	15	50	23	61	11	75	19	453	42	2		05
169	Allen	Malik	1	0	0	48	39	0	76	58	35	74	56	67	13	59	48	48	57	50	28	76	47	12	33	58	1	27	198	83	0	0	33	25	28	42	16	81	12	77	27	616	45	6		05
170	Butler	Caron	2	1	0	61	59	44	76	80	67	11	36	62	31	59	44	69	65	76	70	59	60	20	70	59	6	34	631	240	42	10	176	133	13	92	126	162	75	234	91	2030	68	56		05
171	Butler	Rasual	2	2	0	52	61	87	76	57	27	31	4	45	17	77	39	67	70	50	63	52	65	25	60	48	43	23	250	119	108	50	21	16	13	4	23	72	10	57	28	675	45	0		05
172	Lampley	Sean	2	1	0	39	49	2	70	58	27	11	43	62	31	67	48	48	57	50	28	49	47	13	31	58	0	50	20	13	0	0	12	8	1	2	2	2	0	9	3	63	10	0		05
173	Smith	Joe	1	1	0	66	58	9	86	65	38	71	75	82	17	70	50	64	66	50	55	59	75	13	62	64	0	39	708	311	5	1	241	207	94	230	78	209	47	413	82	2254	76	76		05
174	Thomas	Tim	2	1	0	68	72	70	78	82	56	16	25	66	29	77	48	60	64	77	59	62	65	25	69	75	23	55	813	363	194	73	218	171	20	64	124	196	64	256	116	2089	66	65		05
175	Kukoc	Toni	2	2	1	60	68	64	73	10	72	22	32	72	64	78	48	67	58	40	69	63	50	25	51	57	33	51	506	211	168	49	199	145	21	60	200	110	59	211	110	1522	73	0		05
176	Przybilla	Joel	0	0	0	43	42	2	50	58	34	90	71	81	11	18	51	41	43	50	28	57	40	13	36	66	0	15	50	18	0	0	31	13	17	32	7	53	5	79	18	347	17	12		05
177	Mason	Desmond	2	3	0	66	59	42	77	95	43	16	29	56	29	77	56	82	74	96	76	65	38	20	70	48	4	58	867	409	39	9	463	356	24	93	152	191	60	266	148	2534	82	31		05
178	Redd	Michael	3	3	1	78	85	85	87	30	60	4	43	59	51	83	48	80	80	70	79	59	85	25	81	55	25	83	1439	633	363	127	441	383	6	118	185	152	81	289	116	3021	82	82		05
179	Haislip	Marcus	1	1	0	58	53	20	71	80	42	74	64	64	7	67	53	61	62	75	38	62	55	18	30	60	2	30	74	36	2	1	28	20	12	21	4	25	6	32	9	263	31	0		05
180	Gadzuric	Dan	0	1	0	53	42	0	49	58	75	90	75	80	11	64	51	42	43	50	28	66	40	12	44	66	0	29	349	183	1	0	118	58	105	126	28	186	51	220	45	1260	75	0		05
181	Ford	TJ	4	4	0	60	45	33	82	30	75	4	21	50	94	51	53	84	83	55	81	38	65	20	58	50	5	41	398	153	21	5	98	80	3	37	356	123	60	140	139	1472	55	55		05
182	Johnson	Ervin	0	0	0	48	36	0	61	58	51	72	52	80	13	26	75	41	48	40	22	74	86	12	39	54	0	16	103	55	1	0	28	17	43	61	24	156	27	170	30	965	66	47		05
183	Trent	Gary	1	2	0	57	56	0	76	68	21	27	66	69	24	70	57	58	55	77	52	77	60	12	40	62	0	46	328	155	6	0	91	69	17	83	49	129	12	133	54	1025	68	2		05
184	Gill	Kendall	2	3	0	62	51	45	74	59	81	18	35	49	31	74	62	74	70	65	62	61	70	20	55	55	6	43	548	215	38	9	136	100	16	61	89	107	65	129	83	1411	56	35		05
185	Strickland	Rod	4	4	0	60	62	49	73	5	54	14	22	53	88	61	67	75	80	40	78	46	77	20	47	55	10	48	353	150	36	10	98	72	11	34	244	76	35	121	85	1197	61	10		05
186	Cassell	Sam	4	3	0	72	79	67	87	0	66	11	13	42	89	84	77	81	74	50	88	46	78	25	82	55	14	65	1270	620	186	74	331	289	18	44	592	247	102	227	220	2838	81	81		05
187	Hudson	Troy	4	4	0	56	70	83	82	0	45	0	7	32	69	76	62	80	88	43	76	39	60	25	50	48	37	40	207	80	77	31	33	27	0	4	70	32	7	31	34	503	29	1		05
188	Nesterovic	Rasho	0	0	0	59	54	0	47	58	40	85	78	77	24	58	34	58	60	50	28	68	80	12	67	71	0	32	700	328	0	0	114	54	165	257	114	247	51	376	107	2353	82	82		05
189	Szczerbiak	Wally	2	3	0	63	82	76	83	45	35	2	31	55	27	80	60	69	66	68	67	65	70	25	65	64	19	30	236	106	46	20	64	53	1	24	33	42	12	64	28	622	28	0		05
190	Jackson	Marc	0	1	0	54	62	0	79	60	37	16	62	71	15	66	55	58	40	75	40	85	54	12	52	69	1	35	171	71	1	0	81	64	6	45	18	45	12	81	24	598	22	13		05
191	Garnett	Kevin	1	2	0	98	66	44	79	94	69	80	62	99	62	85	90	72	70	90	59	54	90	20	85	88	2	90	1611	804	43	11	465	368	178	245	409	202	120	894	212	3231	82	82		05
192	Woods	Loren	0	0	0	52	50	17	78	66	53	59	62	84	27	43	56	34	38	45	40	66	50	15	24	64	1	35	76	29	3	1	27	21	13	27	19	37	10	68	23	353	38	11		05
193	Wilks	Mike	4	4	0	46	72	54	79	0	72	9	24	39	66	42	60	70	75	20	60	54	50	23	35	38	27	13	36	17	10	6	12	10	0	3	17	15	3	13	7	145	26	0		05
194	Ebi	Ndudi	2	1	0	48	59	44	62	71	26	75	39	65	12	47	51	59	58	73	49	45	40	20	25	62	1	17	14	6	0	0	4	1	4	2	3	6	0	1	3	32	17	0		05
195	Johnson	Anthony	4	4	0	51	57	63	80	0	74	9	14	34	62	54	64	71	74	40	67	49	69	25	53	43	29	18	411	167	122	41	94	75	8	28	202	138	64	102	75	1598	73	7		05
196	Mutombo	Dikembe	0	0	0	58	59	0	68	55	21	90	72	80	8	46	96	48	48	35	31	80	55	12	53	79	0	29	295	141	0	0	119	81	123	145	25	141	17	292	54	1494	65	56		05
197	Kittles	Kerry	3	3	0	64	74	68	79	58	80	23	15	50	35	72	56	75	71	65	66	39	55	25	77	49	28	46	959	434	276	97	136	107	40	56	206	144	125	271	95	2842	82	82		05
198	Harris	Lucious	3	3	0	49	68	65	85	10	50	2	21	36	43	61	45	65	66	50	69	55	65	25	52	39	21	35	463	187	101	38	78	66	2	39	135	74	41	101	53	1504	69	15		05
199	Rogers	Rodney	1	2	1	67	68	68	77	55	77	31	57	74	48	74	59	50	49	40	46	81	81	25	50	67	30	28	505	207	152	50	98	75	27	100	137	183	59	207	98	1409	69	15		05
200	Kidd	Jason	4	4	0	85	72	69	83	22	83	9	28	72	95	75	94	87	87	70	87	61	75	25	77	60	30	75	959	368	293	94	249	206	14	85	618	110	122	343	214	2450	67	66		05
201	Williams	Aaron	1	0	1	57	45	11	68	69	46	56	62	73	29	64	60	58	51	73	20	69	61	15	47	65	1	24	342	172	3	1	155	105	46	101	81	187	34	193	89	1337	72	7		05
202	Martin	Kenyon	1	2	0	76	63	36	68	85	78	59	48	89	35	78	80	66	69	85	45	65	34	20	64	75	1	60	900	439	25	7	294	201	82	133	160	230	95	484	168	2252	65	62		05
203	Jefferson	Richard	2	2	0	75	52	59	76	95	54	14	28	60	49	78	50	72	75	91	68	62	60	23	83	69	11	85	1115	555	132	48	468	357	28	109	315	224	92	355	198	3133	82	82		05
204	Collins	Jason	0	0	0	46	53	0	74	47	56	41	52	62	34	40	44	45	43	50	32	75	25	12	65	68	0	25	384	163	2	0	184	136	56	143	153	251	67	257	97	2220	78	78		05
205	Armstrong	Brandon	3	3	1	45	79	74	65	10	51	7	22	38	15	67	36	66	64	50	69	43	70	25	35	38	29	34	175	65	52	19	4	2	2	12	14	49	12	31	24	434	56	0		05
206	Scalabrine	Brian	1	1	0	41	50	49	83	23	42	25	36	72	35	50	46	34	34	30	36	69	50	20	37	52	18	30	218	86	41	10	70	58	14	42	65	113	21	131	42	928	69	2		05
207	Slay	Tamar	3	2	0	49	62	50	42	60	84	18	24	45	25	64	55	60	62	65	64	56	55	23	21	41	24	30	103	39	25	7	10	7	3	8	14	31	14	23	20	274	36	0		05
208	Wesley	David	3	4	0	64	68	73	75	0	66	11	11	28	43	75	77	80	75	65	79	60	85	25	70	57	35	52	800	311	285	92	182	137	14	28	175	147	71	106	100	2001	61	60		05
209	Lynch	George	2	2	0	59	59	62	67	58	51	18	46	67	34	42	85	60	64	50	54	68	80	25	54	57	37	28	375	149	139	43	51	34	18	96	117	159	48	216	64	1701	78	51		05
210	Mashburn	Jamal	2	2	0	66	73	61	81	75	35	11	21	71	32	81	64	70	66	55	71	65	42	25	71	65	16	78	398	156	67	19	80	65	5	19	47	42	14	98	37	730	19	18		05
211	Anderson	Kenny	4	4	1	50	65	13	73	0	53	9	17	36	67	56	53	88	81	50	92	38	58	15	45	50	1	36	256	113	4	1	48	35	5	19	125	73	26	62	50	905	44	31		05
212	Brown	P.J.	1	0	0	64	50	0	85	69	53	43	70	78	28	58	82	62	59	50	35	65	79	12	76	63	0	38	712	339	1	0	185	158	73	237	155	203	78	453	101	2753	80	80		05
213	Pack	Robert	4	4	0	47	44	2	75	10	86	0	20	49	86	64	54	76	73	65	64	32	34	13	33	43	0	33	52	22	0	0	6	5	1	4	27	20	12	14	16	220	26	0		05
214	Augmon	Stacey	2	2	1	52	54	11	79	60	72	18	29	46	29	54	71	70	72	65	56	55	67	15	50	47	2	20	347	143	7	1	139	110	15	52	85	114	55	122	76	1416	69	24		05
215	Drew	Bryce	4	3	0	51	76	75	58	0	77	4	14	39	64	53	60	71	70	40	78	25	90	25	13	46	38	35	18	4	7	1	3	3	0	0	13	1	4	6	8	78	15	0		05
216	Traylor	Robert	1	1	0	61	57	22	55	65	77	63	79	78	22	74	40	41	54	25	42	97	50	18	40	70	0	40	287	145	5	2	128	70	37	106	43	161	39	156	62	942	71	0		05
217	Alexander	Courtney	3	2	0	51	71	57	81	48	42	7	24	31	28	74	43	80	63	65	57	38	62	23	49	47	11	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		05
218	Moiso	Jerome	1	2	1	57	56	2	66	68	54	84	72	82	17	61	50	50	56	50	42	52	65	13	32	54	1	36	84	40	1	0	38	22	12	41	8	42	17	72	25	417	35	1		05
219	Magloire	Jamaal	0	1	0	67	39	0	75	75	29	70	74	87	15	77	63	50	56	40	53	76	85	12	80	68	0	49	809	383	1	0	470	353	101	268	86	278	43	579	201	2777	82	82		05
220	Davis	Baron	4	3	0	88	78	83	67	89	87	16	20	43	86	82	74	90	88	85	80	69	55	25	84	56	41	84	1402	554	582	187	352	237	27	66	501	178	158	221	215	2686	67	66		05
221	Houston	Allan	3	3	0	65	79	79	91	51	38	2	8	29	27	80	75	84	72	65	66	50	84	25	73	61	25	55	781	340	202	87	172	157	2	20	99	105	38	101	102	1799	50	50		05
222	McDyess	Antonio	1	1	0	62	62	0	55	60	74	41	62	86	20	61	64	70	70	85	35	72	50	12	47	74	0	32	268	126	0	0	69	38	24	70	36	117	37	187	57	927	42	20		05
223	Ward	Charlie	4	4	0	57	61	85	74	0	62	14	8	56	84	66	68	75	73	42	75	47	58	25	45	47	48	24	390	160	206	84	27	20	11	12	215	107	64	132	96	1252	71	10		05
224	Weatherspoon	Clarence	1	2	0	57	58	0	74	58	64	29	69	74	17	58	45	59	62	50	50	90	82	12	40	62	1	21	211	104	1	0	72	53	15	74	30	75	30	130	35	868	52	1		05
225	Eisley	Howard	4	3	0	59	64	68	85	0	70	5	11	39	86	61	70	79	67	40	78	44	92	25	51	52	36	25	451	166	163	52	89	76	5	20	273	137	56	109	98	1457	67	23		05
226	Thomas	Kurt	1	1	0	65	63	12	83	65	40	50	52	86	32	67	78	55	58	50	32	66	70	15	72	75	1	43	829	392	3	0	127	106	80	145	149	298	56	517	132	2548	80	75		05
227	Sprewell	Latrell	3	2	0	71	76	66	81	80	53	11	14	43	45	76	74	75	73	68	72	49	80	25	83	64	23	55	1266	518	299	99	295	240	21	56	286	101	88	254	158	3100	82	82		05
228	Harrington	Othella	1	1	1	52	61	0	74	62	26	25	55	71	17	58	52	60	50	50	40	66	77	12	55	71	1	35	202	100	0	0	78	58	14	58	29	134	12	119	65	872	56	3		05
229	Anderson	Shandon	2	3	0	58	61	56	76	54	64	14	22	46	31	62	71	71	68	65	58	56	75	23	59	60	22	20	564	238	128	36	161	123	17	53	122	182	68	169	118	1974	80	37		05
230	Doleac	Michael	0	0	0	54	60	0	87	53	42	56	70	79	21	61	55	52	42	25	45	78	68	12	45	57	0	20	322	140	0	0	52	45	36	88	44	142	23	177	48	1029	72	0		05
231	Williams	Frank	4	3	0	50	55	61	85	10	64	14	8	34	84	59	58	72	72	30	68	63	50	25	34	49	28	10	208	80	60	18	48	41	6	8	121	58	25	45	63	714	56	3		05
232	Sweetney	Mike	1	1	0	59	39	0	72	64	67	40	88	81	14	70	55	55	64	30	39	82	72	12	29	77	1	35	140	69	1	0	58	42	12	68	14	57	18	89	32	494	42	1		05
233	DeClercq	Andrew	0	1	0	55	36	0	81	58	72	43	78	75	18	37	61	60	55	50	31	76	85	12	44	50	1	24	195	93	0	0	54	44	32	131	44	217	47	186	54	1211	71	53		05
234	Whitney	Chris	4	4	0	52	84	73	83	0	51	4	3	32	67	64	61	69	73	50	68	44	92	25	24	43	40	25	45	17	18	8	5	5	2	3	14	6	6	12	6	186	16	5		05
235	Armstrong	Darrell	4	4	0	65	67	79	85	0	87	11	22	39	67	72	75	91	83	40	79	46	60	25	66	51	58	35	736	291	429	135	144	123	16	63	311	148	133	163	155	2247	79	22		05
236	Vaughn	Jacque	4	4	0	47	63	24	78	0	64	2	7	43	82	40	68	74	69	50	73	52	45	18	46	40	7	20	277	107	20	3	68	53	2	12	195	126	44	104	84	1272	71	6		05
237	McGrady	Tracy	3	2	0	90	71	82	80	96	64	25	29	62	67	89	82	85	81	90	79	56	70	25	83	65	32	95	1566	653	513	174	500	398	42	95	370	129	93	307	179	2676	67	67		05
238	Hill	Grant	2	2	0	68	76	14	82	56	61	25	39	85	80	79	71	70	70	55	76	62	30	15	57	60	1	51	307	151	4	1	144	118	13	40	122	46	28	166	84	843	29	29		05
239	Garrity	Pat	1	1	0	53	87	83	83	55	45	13	22	48	22	64	51	61	60	40	58	68	60	25	21	56	1	35	3	1	0	0	0	0	0	0	1	2	0	0	0	23	2	0		05
240	Hunter	Steven	0	1	0	48	53	0	33	72	11	93	56	74	7	46	58	52	56	70	36	53	58	12	35	63	0	25	155	82	0	0	69	23	73	54	12	101	5	116	29	787	59	23		05
241	Gooden	Drew	1	1	0	66	46	42	64	75	53	54	60	78	21	75	48	64	63	64	51	62	66	20	63	71	5	40	829	369	42	9	262	167	72	160	89	196	62	356	126	2134	79	17		05
242	Giricek	Gordan	3	2	0	60	75	68	85	40	51	13	20	46	29	78	45	70	70	60	63	60	80	25	64	50	20	43	724	316	152	60	158	135	15	51	122	144	56	175	103	2041	73	43		05
243	McKie	Aaron	3	2	0	61	72	73	76	10	74	18	17	52	45	62	74	72	65	50	62	57	87	25	64	49	29	38	577	265	172	75	111	84	23	45	195	142	85	208	103	2112	75	41		05
244	Coleman	Derrick	0	1	1	59	61	46	75	55	50	50	43	80	27	62	51	59	45	45	56	85	47	20	50	74	13	20	259	107	36	8	65	49	26	45	46	79	23	147	57	843	34	30		05
245	Snow	Eric	4	4	0	60	64	14	80	20	61	4	17	39	86	54	88	80	82	33	74	58	70	15	80	60	2	35	715	295	18	2	316	252	6	62	563	213	97	219	187	2966	82	82		05
246	Van Horn	Keith	2	1	0	68	73	73	86	58	53	23	52	74	25	79	44	70	64	48	59	76	64	25	71	66	25	56	903	410	233	93	290	249	33	149	120	215	68	352	169	2340	72	62		05
247	Hill	Tyrone	1	1	0	51	59	2	68	58	62	31	72	85	15	45	75	48	49	40	28	61	50	13	53	61	0	32	5	3	0	0	4	3	1	5	0	10	0	3	2	38	5	0		05
248	Skinner	Brian	1	1	0	54	45	0	57	66	35	63	62	82	15	72	64	52	45	50	24	84	66	12	60	55	0	24	513	255	0	0	138	79	61	119	49	165	30	292	78	1577	56	54		05
249	Thomas	Kenny	1	0	0	62	56	8	75	52	56	20	74	81	20	72	41	68	69	50	65	75	54	13	79	74	1	35	813	381	5	1	323	243	33	261	111	219	82	489	172	2697	74	72		05
250	Buckner	Greg	2	3	0	46	51	55	74	10	54	9	32	57	31	45	64	62	65	50	50	60	62	23	34	54	25	35	175	66	44	12	27	20	4	28	45	77	21	75	34	703	53	3		05
251	Williams	Monty	2	1	0	51	54	0	75	58	80	29	35	63	46	64	54	67	63	50	53	48	64	12	27	61	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		05
252	Dalembert	Samuel	0	0	0	57	42	0	64	62	37	91	71	85	4	58	60	64	50	63	43	71	50	12	63	48	0	25	499	270	1	0	174	112	189	194	21	273	44	432	86	2199	82	53		05
253	Iverson	Allen	3	4	0	85	75	62	75	40	86	4	14	38	82	85	80	99	99	90	99	37	88	25	84	50	17	93	1125	435	199	57	455	339	5	34	324	87	115	144	209	2040	48	47		05
254	Salmons	John	2	3	0	49	56	66	77	53	70	16	20	52	41	53	47	41	43	48	60	55	65	25	52	43	35	30	416	161	147	50	92	71	16	38	134	122	62	158	77	1603	77	24		05
255	Outlaw	Bo	1	0	0	57	42	2	62	58	51	65	60	69	31	40	79	65	64	65	33	51	89	13	55	55	0	28	312	159	4	0	116	61	70	125	90	170	73	217	69	1607	82	1		05
256	Williams	Scott	0	1	0	46	40	26	59	57	70	49	59	81	15	72	39	45	33	40	21	79	49	18	30	52	0	11	186	90	3	2	27	16	16	38	17	95	20	94	16	527	43	21		05
257	Marbury	Stephon	4	4	0	85	77	63	82	54	74	4	14	34	91	79	65	92	93	87	95	60	90	25	87	50	19	85	1386	598	274	87	436	356	9	58	719	172	129	205	249	3254	81	81		05
258	Gugliotta	Tom	1	1	0	56	68	14	71	41	70	23	64	74	38	38	62	60	52	40	57	73	74	15	37	68	0	36	203	70	4	1	28	20	12	65	63	81	31	122	39	819	55	27		05
259	Hardaway	Penny	3	4	0	60	62	59	80	55	61	16	27	56	44	64	59	70	68	45	80	58	46	23	64	57	11	39	679	279	79	30	138	111	20	69	176	146	70	218	107	2095	76	14		05
260	Marion	Shawn	2	2	0	82	62	65	85	85	84	52	53	77	32	77	60	75	71	78	71	63	78	25	87	58	19	62	1341	590	265	90	268	228	104	212	214	203	167	525	156	3217	79	79		05
261	Tsakalidis	Jake	0	0	0	46	41	2	67	64	21	50	67	72	11	58	49	45	39	50	35	76	32	13	35	67	0	38	133	67	0	0	61	36	22	37	18	79	9	91	23	533	40	28		05
262	Langhi	Dan	2	1	0	38	59	56	10	66	51	18	28	67	20	66	42	48	43	40	36	40	60	23	28	40	6	45	14	5	2	1	2	2	0	0	0	7	0	4	2	37	6	0		05
263	Voskuhl	Jake	0	0	0	44	40	0	74	58	48	25	62	71	17	53	64	39	43	40	22	68	46	12	56	59	1	21	300	152	0	0	181	134	25	123	57	258	42	220	77	1606	66	43		05
264	Johnson	Joe	2	3	0	64	60	61	75	67	51	13	20	49	53	78	37	64	69	69	69	70	46	25	87	58	21	55	1291	555	272	83	232	174	26	80	362	177	93	305	199	3331	82	77		05
265	Ford	Alton	1	1	0	39	60	2	48	42	24	25	57	78	7	70	50	40	38	45	38	88	47	13	7	46	0	35	11	6	0	0	6	3	1	3	3	9	0	8	3	41	9	0		05
266	Jacobsen	Casey	3	2	0	49	76	85	82	10	48	7	18	46	27	50	47	65	65	50	58	59	50	25	57	48	50	28	360	150	180	75	111	91	9	42	98	144	48	159	68	1828	78	13		05
267	Stoudemire	Amare	1	1	0	76	49	9	71	83	58	72	63	78	27	82	42	62	70	82	35	75	80	13	75	73	1	82	865	411	5	1	435	310	89	157	78	188	64	339	177	2025	55	53		05
268	Daniels	Antonio	3	4	0	64	62	66	84	48	54	7	13	42	88	72	52	74	69	65	72	56	71	25	51	49	29	48	398	187	116	42	184	155	6	23	298	64	45	119	61	1513	71	32		05
269	Davis	Dale	0	1	0	58	44	0	61	69	46	59	72	72	21	38	74	56	53	50	27	72	91	12	54	81	1	23	281	133	0	0	106	65	62	158	72	154	43	240	40	1682	76	37		05
270	Stoudamire	Damon	4	4	1	68	71	76	88	0	59	5	14	43	82	67	72	88	90	50	86	44	76	25	83	45	41	42	1018	408	427	156	145	127	9	52	500	173	99	256	180	3118	82	82		05
271	Anderson	Derek	3	4	0	64	76	71	82	60	67	2	11	46	62	74	62	73	73	62	57	49	59	25	72	44	42	50	612	230	259	79	188	155	3	26	228	79	66	156	90	1810	51	46		05
272	Wallace	Rasheed	1	0	0	81	78	67	74	79	46	85	35	74	32	77	79	75	63	75	32	60	85	25	75	91	25	60	974	425	248	82	212	156	122	102	156	190	61	357	119	2390	68	66		05
273	Pippen	Scottie	3	2	0	65	63	63	63	55	74	36	39	62	59	64	80	71	68	44	75	64	45	25	36	58	34	45	140	53	48	13	27	17	9	20	50	38	21	48	29	412	23	6		05
